id,epsilon,q_table
665,0.57,-25.29  -25.72  -36.69
666,0.59,-26.73  -26.09  -22.21
667,0.39,-23.50  -21.32  -23.01
668,0.36,-31.78  -25.66  -26.57
669,0.45,-21.43  -21.79  -19.45
670,0.68,-31.86  -29.25  -26.43
671,0.63,-23.17  -28.49  -21.34
672,0.66,-22.59  -21.31  -24.95
673,0.44,-28.83  -28.04  -23.46
674,0.72,-21.10  -19.04  -19.08
675,0.57,-19.83  -25.62  -16.94
676,0.53,-21.48  -27.05  -29.01
677,0.82,-40.77  0.00  -32.95
678,0.32,-17.71  -14.16  -29.87
679,0.64,-31.34  -10.54  -27.72
680,0.41,-33.89  -30.51  -29.08
681,0.45,-25.37  -22.12  -25.33
682,0.50,-34.78  -23.48  -29.44
683,0.61,-28.58  -33.86  -22.23
684,0.48,-25.91  -26.02  -18.24
685,0.62,-27.59  -22.45  -18.79
686,0.41,-18.40  -24.18  -23.24
687,0.35,-19.35  -26.75  -14.54
688,0.36,-22.16  -17.61  -16.15
689,0.31,-27.96  -24.65  -28.30
690,0.55,-23.72  -28.05  -23.22
691,0.64,-25.58  -34.69  -32.78
692,0.50,-21.26  -30.77  -15.75
693,0.48,-24.09  -14.16  -19.50
694,0.64,-15.22  -16.49  -29.55
695,0.62,-21.29  -34.58  -26.22
696,0.42,-21.05  -11.04  -20.95
697,0.57,-25.30  -17.00  -20.89
698,0.42,-27.38  -21.14  -34.92
699,0.42,-20.76  -15.47  -26.81
700,0.75,-16.20  -14.35  -27.32
701,0.46,-29.07  -30.16  -25.91
702,0.74,-32.65  -35.94  -18.40
703,0.42,-27.40  -23.99  -27.48
704,0.60,-35.61  -22.58  -20.08
705,0.61,-23.11  -8.95  -13.18
706,0.81,-12.46  -21.50  -23.97
707,0.68,-29.75  -33.42  -22.43
708,0.39,-25.83  -27.59  -31.42
709,0.65,-23.86  -18.57  -23.87
710,0.40,-23.68  -27.78  -24.38
711,0.47,-31.40  -31.83  -26.28
712,0.61,-31.15  -28.02  -29.53
713,0.37,-20.09  -18.90  -26.64
714,0.32,-20.20  -21.49  -15.60
715,0.68,-32.13  -26.20  -32.78
716,0.36,-19.08  -15.99  -17.51
717,0.38,-14.09  -23.92  -19.31
718,0.76,-37.57  -9.75  -16.24
719,0.72,-29.73  -29.44  -31.05
720,0.34,-24.60  -25.15  -21.59
721,0.41,-28.42  -27.89  -23.35
722,0.47,-20.48  -17.28  -16.24
723,0.48,-26.47  -25.52  -26.07
724,0.56,-26.11  -28.91  -31.74
725,0.52,-26.31  -7.73  -13.32
726,0.56,-32.77  -26.98  -32.54
727,0.72,-27.93  -18.02  -39.65
728,0.42,-26.13  -25.68  -29.85
729,0.40,-25.74  -24.66  -26.21
730,0.28,-27.30  -29.74  -34.99
731,0.45,-25.58  -27.59  -25.10
732,0.29,-28.74  -35.38  -31.63
733,0.67,-31.83  -18.17  -17.50
734,0.54,-26.71  -26.80  -30.52
735,0.64,-19.45  -15.17  -16.90
736,0.42,-26.80  -28.44  -17.26
737,0.88,-30.59  -35.75  -23.62
738,0.57,-20.85  -25.55  -23.65
739,0.35,-25.58  -22.06  -21.27
740,0.73,-22.08  -18.98  -25.54
741,0.43,-19.07  -27.41  -14.54
742,0.38,-20.44  -19.40  -18.24
743,0.35,-35.35  -33.47  -30.38
744,0.75,-33.47  -27.98  -30.93
745,0.28,-15.09  -16.97  -18.55
746,0.72,-18.37  -18.36  -22.49
747,0.29,-22.42  -25.11  -19.33
748,0.48,-29.60  -26.45  -31.54
749,0.59,-21.77  -26.72  -18.06
750,0.49,-26.09  -20.91  -29.41
751,0.42,-28.87  -37.31  -32.60
752,0.36,-35.49  -20.21  -25.02
753,0.47,-22.35  -18.60  -35.43
754,0.48,-32.23  -25.35  -31.51
755,0.49,-34.32  -33.33  -26.74
756,0.45,-26.06  -30.42  -18.25
757,0.51,-24.96  -40.20  -29.73
758,0.34,-18.19  -21.09  -20.94
759,0.55,-19.76  -26.59  -21.67
760,0.76,-34.75  -16.53  0.00
761,0.52,-32.66  -16.77  -21.90
762,0.45,-28.27  -25.98  -18.66
763,0.80,-23.98  -29.53  -12.43
764,0.36,-22.27  -27.89  -24.73
765,0.50,-20.92  -17.85  -18.36
766,0.39,-27.09  -11.89  -23.28
767,0.43,-23.63  -20.29  -18.50
768,0.45,-33.50  -27.51  -34.96
769,0.28,-17.09  -16.80  -26.12
770,0.32,-20.22  -17.25  -23.58
771,0.64,-23.80  -25.18  -33.11
772,0.73,-19.83  -22.98  -32.92
773,0.56,-16.83  -30.13  -16.24
774,0.67,-18.33  -19.38  -24.58
775,0.39,-32.42  -28.81  -21.56
776,0.30,-28.68  -20.00  -34.20
777,0.30,-31.15  -25.47  -19.30
778,0.62,-21.95  -35.89  -29.13
779,0.81,-6.53  -21.56  -29.21
780,0.31,-23.67  -28.03  -26.40
781,0.57,-22.52  -15.95  -18.12
782,0.35,-33.07  -29.95  -36.12
783,0.52,-19.09  -22.19  -21.81
784,0.71,-20.34  -22.11  -20.80
785,0.64,-20.87  -25.42  -30.67
786,0.43,-22.77  -22.13  -19.95
787,0.53,-25.98  -28.43  -37.50
788,0.40,-29.16  -18.35  -30.72
789,0.46,-29.92  -24.87  -31.48
790,0.63,-21.59  -19.59  -25.49
791,0.49,-28.82  -30.21  -37.64
792,0.67,-31.53  -28.12  -32.92
793,0.30,-26.45  -27.53  -25.18
794,0.34,-34.62  -30.18  -30.28
795,0.49,-25.28  -32.10  -31.99
796,0.48,-20.28  -23.35  -34.00
797,0.50,-34.51  -25.80  -22.61
798,0.38,-25.70  -26.96  -23.66
799,0.79,-25.24  -27.23  -20.88
800,0.34,-21.70  -16.52  -15.62
801,0.71,-25.93  -30.69  -19.85
802,0.43,-27.38  -24.03  -32.25
803,0.71,-31.22  -23.85  -26.07
804,0.45,-32.48  -36.99  -20.28
805,0.41,-25.67  -25.21  -22.87
806,0.42,-21.77  -22.31  -15.59
807,0.57,-18.34  -22.16  -17.78
808,0.56,-37.37  -22.43  -28.91
809,0.44,-17.38  -11.13  -18.82
810,0.63,-17.66  -19.04  -14.98
811,0.55,-17.94  -22.18  -27.43
812,0.64,-35.89  -35.47  -25.61
813,0.42,-35.41  -31.53  -21.29
814,0.77,-26.05  -15.06  0.00
815,0.47,-23.28  -14.56  -21.39
816,0.37,-35.39  -18.25  -35.46
817,0.43,-26.19  -18.16  -28.98
818,0.54,-27.54  -25.95  -19.07
819,0.73,-30.79  -30.41  -25.92
820,0.60,-34.49  -35.47  -25.74
821,0.43,-12.81  -25.31  -19.77
822,0.50,-24.58  -23.02  -14.68
823,0.43,-18.83  -21.52  -26.03
824,0.31,-31.08  -23.64  -28.90
825,0.74,-22.37  -17.98  -11.22
826,0.54,-18.97  -18.66  -17.35
827,0.42,-22.74  -24.76  -35.88
828,0.39,-42.69  -22.23  -27.99
829,0.50,-32.92  -26.87  -27.90
830,0.72,-21.02  -29.42  -28.71
831,0.58,-33.34  -30.08  -30.12
832,0.76,-21.20  -15.88  -9.85
833,0.45,-16.04  -23.45  -19.94
834,0.48,-26.03  -26.60  -24.03
835,0.36,-34.21  -29.15  -20.68
836,0.48,-31.71  -27.48  -24.18
837,0.54,-35.37  -18.62  -29.12
838,0.77,-34.08  -32.11  -35.39
839,0.78,-12.67  -28.73  -18.72
840,0.66,-24.32  -20.80  -18.59
841,0.44,-21.40  -17.94  -19.04
842,0.37,-20.88  -17.65  -22.49
843,0.49,-22.14  -27.16  -19.90
844,0.39,-19.58  -25.83  -25.75
845,0.74,-27.32  -28.35  -25.43
846,0.40,-27.07  -26.46  -32.46
847,0.63,-18.28  -26.06  -28.78
848,0.64,-28.32  -29.51  -28.06
849,0.49,-26.04  -23.60  -30.69
850,0.73,-30.17  -26.88  -32.06
851,0.43,-21.42  -24.94  -20.52
852,0.31,-29.69  -25.93  -26.47
853,0.36,-32.85  -27.88  -27.22
854,0.78,-22.64  -20.36  -37.56
855,0.33,-27.16  -31.30  -27.39
856,0.28,-24.02  -23.30  -31.57
857,0.53,-28.19  -30.28  -30.03
858,0.31,-15.69  -22.71  -14.44
859,0.60,-20.05  -27.07  -13.01
860,0.66,-21.75  -20.65  -29.38
861,0.66,-23.26  -23.75  -28.99
862,0.84,-16.48  0.00  -29.40
863,0.35,-15.92  -19.53  -18.66
864,0.45,-16.47  -16.36  -42.47
865,0.44,-37.99  -20.54  -22.22
866,0.81,-25.49  -26.31  -17.96
867,0.50,-21.12  -28.38  -18.32
868,0.53,-4.64  -22.84  -23.53
869,0.53,-34.11  -32.70  -35.52
870,0.79,-21.08  -22.83  -23.56
871,0.41,-18.75  -22.10  -15.12
872,0.30,-28.27  -30.56  -32.02
873,0.55,-29.43  -19.07  -22.77
874,0.42,-15.26  -33.38  -22.17
875,0.44,-18.89  -17.52  -17.53
876,0.47,-18.37  -28.98  -16.07
877,0.58,-25.37  -29.12  -17.44
878,0.40,-30.66  -23.44  -37.33
879,0.40,-36.90  -27.76  -22.30
880,0.52,-24.13  -23.06  -24.83
881,0.50,-13.95  -18.85  -17.03
882,0.40,-26.08  -28.36  -36.84
883,0.46,-31.38  -32.36  -36.50
884,0.62,-19.22  -29.92  -28.38
885,0.45,-23.20  -17.73  -20.50
886,0.36,-22.61  -20.96  -31.49
887,0.76,-18.86  -24.27  -5.88
888,0.76,-38.16  -23.71  -21.48
889,0.39,-26.00  -25.76  -27.65
890,0.54,-27.41  -22.65  -20.39
891,0.67,-18.43  -19.51  -32.30
892,0.72,-12.89  -17.83  -31.26
893,0.57,-19.89  -20.22  -19.78
894,0.57,-13.62  -19.33  -13.02
895,0.45,-25.72  -13.51  -19.44
896,0.42,-26.18  -29.14  -30.48
897,0.52,-22.75  -11.24  -11.56
898,0.36,-16.16  -18.11  -17.59
899,0.47,-18.80  -31.17  -24.18
900,0.38,-20.22  -19.47  -12.25
901,0.43,-18.20  -21.96  -27.79
902,0.31,-24.79  -16.53  -21.04
903,0.37,-23.80  -16.83  -19.22
904,0.48,-32.36  -27.29  -24.80
905,0.55,-16.31  -21.81  -26.91
906,0.36,-23.56  -19.21  -25.62
907,0.48,-28.50  -25.30  -31.71
908,0.54,-25.81  -17.69  -18.16
909,0.57,-26.66  -26.59  -27.91
910,0.66,-26.01  -25.57  -23.87
911,0.80,-27.76  -35.55  -22.86
912,0.53,-29.45  -23.35  -29.14
913,0.31,-22.17  -20.75  -20.93
914,0.41,-29.35  -24.28  -16.61
915,0.76,-38.00  -25.81  -28.89
916,0.71,-26.23  -27.28  -18.40
917,0.43,-24.00  -24.16  -14.41
918,0.49,-20.50  -16.40  -16.48
919,0.34,-24.89  -27.31  -27.50
920,0.53,-21.29  -17.95  -23.62
921,0.41,-23.90  -33.81  -30.56
922,0.60,-18.37  -26.80  -21.20
923,0.67,-18.42  -27.65  -26.83
924,0.37,-21.13  -24.00  -23.56
925,0.53,-28.06  -22.56  -21.33
926,0.48,-24.24  -26.34  -25.73
927,0.66,-23.11  -25.94  -20.32
928,0.42,-13.72  -31.39  -23.25
929,0.46,-21.49  -28.88  -16.19
930,0.61,-26.11  -16.78  -12.45
931,0.62,-32.67  -29.89  -37.32
932,0.36,-41.39  -30.38  -24.84
933,0.32,-25.01  -23.09  -22.58
934,0.77,-28.92  -10.34  -16.12
935,0.41,-32.85  -19.03  -25.47
936,0.48,-24.49  -19.09  -26.67
937,0.54,-23.85  -27.70  -29.65
938,0.55,-29.82  -22.44  -33.02
939,0.35,-25.00  -31.59  -23.35
940,0.38,-19.15  -16.32  -21.26
941,0.69,-20.05  -29.41  -23.63
942,0.61,-31.22  -33.93  -26.76
943,0.46,-14.81  -20.51  -31.10
944,0.39,-27.08  -14.87  -35.63
945,0.62,-31.28  -32.11  -29.33
946,0.47,-23.84  -23.69  -20.13
947,0.31,-8.73  -24.59  -15.95
948,0.48,-38.62  -20.45  -28.98
949,0.63,-31.06  -30.82  -28.03
950,0.43,-30.22  -29.04  -32.00
951,0.43,-22.26  -37.55  -25.67
952,0.49,-18.96  -10.41  -23.42
953,0.41,-29.93  -25.19  -32.27
954,0.47,-14.87  -24.47  -12.05
955,0.41,-27.42  -33.32  -29.58
956,0.59,-21.02  -26.25  -19.75
957,0.41,-27.58  -27.36  -23.34
958,0.60,-24.58  -14.87  -28.79
959,0.38,-21.79  -16.26  -21.29
960,0.36,-13.67  -15.34  -17.07
961,0.68,-19.82  -24.05  -22.63
962,0.72,-26.57  -23.95  -17.70
963,0.30,-29.01  -22.60  -29.39
964,0.39,-26.45  -24.09  -31.66
965,0.56,-31.33  -20.21  -16.10
966,0.68,-17.37  -22.09  -19.13
967,0.55,-28.57  -23.83  -39.48
968,0.66,-20.52  -20.50  -23.58
969,0.76,-12.73  -20.17  -27.04
970,0.62,-27.88  -31.57  -29.37
971,0.55,-23.69  -34.41  -21.13
972,0.43,-29.82  -32.63  -36.59
973,0.74,-28.76  -16.07  -11.79
974,0.39,-14.85  -18.10  -19.59
975,0.42,-27.98  -23.64  -18.87
976,0.79,-10.02  -36.21  -23.79
977,0.44,-16.29  -18.43  -27.76
978,0.64,-24.46  -25.71  -18.64
979,0.73,-29.78  0.00  -34.43
980,0.69,-19.17  -25.72  -20.54
981,0.70,-11.42  -27.70  -16.96
982,0.44,-26.18  -19.91  -22.71
983,0.58,-32.17  -18.32  -24.38
984,0.50,-23.45  -17.94  -29.12
985,0.46,-24.24  -23.16  -29.95
986,0.53,-20.76  -30.20  -18.90
987,0.29,-25.79  -30.97  -30.44
988,0.34,-29.31  -25.78  -24.55
989,0.63,-28.39  -20.75  -17.28
990,0.57,-40.74  -24.34  -29.68
991,0.67,-18.54  -19.08  -16.38
992,0.40,-20.58  -10.05  -29.96
993,0.49,-31.21  -30.62  -30.54
994,0.43,-25.16  -27.07  -26.08
995,0.64,-9.47  -20.79  -34.36
996,0.32,-31.19  -32.34  -27.07
997,0.63,-25.11  -26.95  -39.03
998,0.49,-24.12  -25.88  -15.11
999,0.61,-26.09  -27.25  -25.05
1000,0.34,-29.82  -39.74  -26.71
1001,0.49,-19.45  -20.65  -12.18
1002,0.38,-26.62  -34.35  -27.91
1003,0.61,-35.17  -29.96  -37.26
1004,0.57,-23.43  -13.44  -16.59
1005,0.80,-26.72  -33.14  -8.98
1006,0.42,-30.73  -30.70  -29.40
1007,0.62,-28.34  -35.84  -34.59
1008,0.35,-33.50  -35.69  -28.28
1009,0.32,-23.72  -23.40  -21.63
1010,0.52,-18.95  -24.53  -17.76
1011,0.57,-19.55  -13.27  -22.60
1012,0.46,-17.81  -15.27  -33.29
1013,0.79,-19.82  -24.92  -15.14
1014,0.46,-41.79  -26.75  -35.84
1015,0.59,-31.33  -33.94  -17.84
1016,0.48,-28.10  -18.42  -23.35
1017,0.49,-35.82  -27.97  -25.23
1018,0.52,-29.64  -22.22  -38.99
1019,0.78,-25.38  -32.27  -29.19
1020,0.32,-32.07  -32.10  -32.00
1021,0.48,-25.48  -23.54  -25.70
1022,0.35,-25.27  -24.52  -18.03
1023,0.39,-17.26  -22.02  -23.05
1024,0.42,-19.39  -19.96  -17.44
1025,0.61,-14.23  -21.22  -18.33
1026,0.35,-22.16  -18.67  -23.06
1027,0.40,-22.76  -23.58  -19.49
1028,0.42,-19.31  -18.72  -19.57
1029,0.49,-23.87  -28.71  -19.82
1030,0.34,-29.47  -24.33  -37.23
1031,0.75,-27.53  -27.55  -34.03
1032,0.83,-15.30  -20.53  -33.02
1033,0.54,-30.56  -28.05  -27.64
1034,0.34,-19.14  -21.06  -26.11
1035,0.32,-21.91  -21.31  -21.62
1036,0.60,-17.65  -26.82  -21.27
1037,0.76,-29.73  -21.11  -17.86
1038,0.50,-28.56  -20.97  -24.53
1039,0.33,-26.10  -16.94  -16.73
1040,0.42,-18.33  -19.22  -20.09
1041,0.35,-16.67  -14.49  -18.58
1042,0.71,-35.68  -15.86  -27.12
1043,0.66,-25.36  -26.25  -20.32
1044,0.41,-23.89  -28.90  -28.68
1045,0.48,-28.18  -21.16  -29.79
1046,0.73,-29.84  -27.76  -33.87
1047,0.34,-17.49  -29.25  -19.91
1048,0.32,-18.90  -20.30  -17.08
1049,0.33,-21.37  -24.21  -15.14
1050,0.33,-20.24  -14.95  -13.53
1051,0.47,-25.81  -26.87  -28.60
1052,0.42,-24.50  -32.73  -19.68
1053,0.85,-18.73  -28.43  -18.42
1054,0.42,-12.71  -17.06  -32.10
1055,0.63,-20.07  -19.42  -22.35
1056,0.35,-27.79  -27.30  -30.49
1057,0.74,-20.11  -25.14  -13.75
1058,0.52,-21.43  -15.30  -27.07
1059,0.43,-26.58  -23.14  -35.51
1060,0.47,-21.84  -24.91  -33.17
1061,0.35,-20.87  -29.75  -26.47
1062,0.65,-18.18  -23.51  -19.09
1063,0.64,-17.16  -18.81  -14.37
1064,0.34,-25.24  -24.91  -33.67
1065,0.37,-20.93  -25.92  -26.87
1066,0.56,-23.47  -29.57  -21.49
1067,0.59,-16.62  -18.60  -33.70
1068,0.46,-22.47  -25.83  -29.07
1069,0.47,-24.18  -24.80  -17.60
1070,0.66,-19.70  -15.13  -17.83
1071,0.81,-19.60  -30.08  -25.52
1072,0.31,-23.62  -26.11  -24.53
1073,0.48,-18.08  -22.41  -19.15
1074,0.64,-17.62  -23.73  -17.04
1075,0.41,-20.41  -22.00  -17.62
1076,0.46,-29.14  -27.91  -34.84
1077,0.51,-16.74  -18.68  -14.52
1078,0.77,-37.72  -30.17  -27.21
1079,0.37,-30.42  -23.51  -25.80
1080,0.39,-19.41  -23.29  -22.12
1081,0.56,-36.50  -11.57  -35.91
1082,0.46,-26.11  -22.38  -24.70
1083,0.39,-25.63  -22.93  -23.03
1084,0.52,-19.15  -22.85  -18.35
1085,0.54,-14.60  -21.75  -25.93
1086,0.44,-17.10  -16.20  -16.26
1087,0.30,-27.15  -25.68  -24.92
1088,0.55,-14.56  -23.26  -32.05
1089,0.38,-33.29  -31.13  -27.41
1090,0.51,-26.72  -18.76  -23.97
1091,0.68,-23.29  -19.23  -18.14
1092,0.49,-26.46  -27.95  -30.84
1093,0.50,-19.65  -23.42  -22.22
1094,0.63,-18.71  -18.25  -11.54
1095,0.34,-25.59  -24.20  -22.83
1096,0.32,-34.11  -32.11  -37.83
1097,0.45,-24.59  -21.69  -21.77
1098,0.76,-20.93  -16.00  -19.46
1099,0.38,-27.58  -21.66  -22.59
1100,0.36,-23.88  -25.95  -12.52
1101,0.76,-34.76  -24.09  -18.69
1102,0.74,-29.88  -31.06  -18.46
1103,0.65,-38.57  -35.76  -30.78
1104,0.60,-13.67  -17.54  -20.03
1105,0.60,-25.50  -29.12  -30.70
1106,0.45,-26.67  -17.19  -13.38
1107,0.33,-19.25  -20.18  -21.24
1108,0.73,-22.69  -21.76  -36.60
1109,0.34,-15.70  -21.76  -28.37
1110,0.31,-29.24  -25.76  -11.54
1111,0.40,-24.78  -25.86  -28.26
1112,0.40,-23.10  -26.69  -19.98
1113,0.35,-18.43  -20.11  -22.40
1114,0.39,-19.85  -19.05  -17.85
1115,0.58,-19.59  -28.55  -9.97
1116,0.52,-27.16  -15.31  -16.48
1117,0.51,-29.43  -17.31  -21.00
1118,0.45,-15.54  -31.52  -19.36
1119,0.37,-24.41  -22.32  -34.40
1120,0.34,-16.60  -16.20  -17.16
1121,0.38,-23.62  -29.32  -31.03
1122,0.54,-25.69  -23.86  -28.82
1123,0.64,-31.57  -35.24  -33.16
1124,0.67,-25.94  -26.88  -26.14
1125,0.34,-31.72  -29.75  -28.60
1126,0.62,-13.53  -18.30  -18.56
1127,0.40,-21.79  -17.77  -16.26
1128,0.57,-13.58  -20.75  -14.80
1129,0.42,-26.41  -23.51  -29.23
1130,0.34,-27.90  -40.64  -25.44
1131,0.57,-17.14  -25.96  -25.68
1132,0.37,-23.86  -20.38  -15.42
1133,0.39,-26.18  -30.84  -34.01
1134,0.73,-18.96  -21.29  -26.01
1135,0.35,-24.62  -16.02  -22.37
1136,0.39,-31.75  -24.92  -26.65
1137,0.49,-29.71  -22.03  -23.63
1138,0.41,-32.97  -29.35  -29.06
1139,0.31,-30.55  -37.09  -31.63
1140,0.67,-18.62  -21.09  -14.00
1141,0.49,-21.62  -21.40  -25.23
1142,0.41,-35.08  -32.88  -27.69
1143,0.59,-9.35  -21.49  -20.81
1144,0.64,-17.03  -17.25  -34.36
1145,0.45,-17.36  -15.64  -25.30
1146,0.38,-27.39  -18.05  -21.71
1147,0.68,-22.36  -25.36  -29.25
1148,0.51,-25.18  -23.85  -24.92
1149,0.59,-33.43  -13.50  -31.33
1150,0.53,-16.30  -24.11  -26.80
1151,0.48,-15.82  -26.34  -30.50
1152,0.42,-26.94  -25.04  -32.33
1153,0.71,-24.84  -32.96  -35.67
1154,0.28,-9.38  -22.39  -19.22
1155,0.52,-33.04  -16.10  -25.35
1156,0.53,-31.61  -25.02  -23.93
1157,0.49,-20.41  -27.00  -19.64
1158,0.72,-26.63  -24.19  -19.60
1159,0.44,-24.57  -22.56  -21.99
1160,0.54,-26.82  -21.76  -32.52
1161,0.30,-24.99  -33.00  -32.29
1162,0.74,-18.52  -34.32  -23.70
1163,0.83,-22.04  -13.85  -23.68
1164,0.35,-17.13  -13.58  -14.43
1165,0.34,-17.12  -23.22  -20.25
1166,0.43,-24.25  -18.45  -25.46
1167,0.51,-37.33  -27.70  -19.43
1168,0.47,-29.20  -28.39  -19.84
1169,0.65,-24.00  -26.87  -30.90
1170,0.76,-27.41  -16.54  -19.68
1171,0.46,-28.29  -32.32  -30.90
1172,0.35,-20.36  -21.00  -25.86
1173,0.49,-23.64  -16.65  -14.61
1174,0.72,-25.79  -29.64  -35.76
1175,0.47,-25.12  -22.15  -12.93
1176,0.36,-30.65  -27.86  -35.10
1177,0.33,-30.21  -27.69  -34.24
1178,0.43,-30.09  -24.97  -34.37
1179,0.73,-33.39  -28.88  -16.14
1180,0.65,-23.50  -32.09  -20.26
1181,0.36,-29.59  -24.43  -28.74
1182,0.66,-29.66  -29.62  -30.24
1183,0.83,-28.54  -10.27  -23.75
1184,0.46,-22.30  -29.67  -31.50
1185,0.72,-12.13  -27.03  -28.13
1186,0.54,-44.60  -35.59  -18.26
1187,0.69,-18.57  -31.56  -26.11
1188,0.67,-32.75  -23.45  -29.22
1189,0.39,-17.57  -15.33  -15.57
1190,0.58,-27.82  -11.81  -27.68
1191,0.44,-29.64  -26.41  -24.93
1192,0.74,-30.89  -26.82  -7.48
1193,0.47,-25.80  -34.27  -27.07
1194,0.55,-29.92  -28.58  -32.98
1195,0.45,-24.50  -17.45  -26.20
1196,0.60,-36.78  -19.42  -8.72
1197,0.39,-21.94  -29.18  -25.36
1198,0.63,-28.10  -22.68  -21.98
1199,0.40,-22.72  -23.50  -22.27
