id,epsilon,q_table
668,0.48,-20.97  -25.66  -12.17
669,0.52,-21.43  -18.83  -8.10
670,0.73,-35.12  -29.25  0.00
671,0.67,-15.55  -17.85  -21.34
672,0.73,-18.82  -21.31  -24.95
673,0.52,-20.24  -23.81  -25.50
674,0.75,-16.62  -19.04  -10.82
675,0.65,-16.04  -18.11  -14.17
676,0.60,-13.76  -15.41  -29.01
677,0.87,-36.86  0.00  -18.73
678,0.43,-7.61  -8.51  -29.87
679,0.71,-27.41  -10.54  -20.52
680,0.51,-33.89  -30.51  -10.11
681,0.58,-19.36  -13.32  -25.33
682,0.62,-26.48  -25.55  -16.86
683,0.70,-28.58  -24.73  -7.84
684,0.58,-15.67  -19.54  -18.24
685,0.70,-13.01  -22.45  -12.51
686,0.55,-18.40  -14.57  -14.98
687,0.44,-13.61  -20.28  -14.54
688,0.48,-14.24  -16.09  -9.60
689,0.41,-15.81  -24.65  -21.71
690,0.65,-23.72  -21.51  -17.80
691,0.68,-25.58  -22.24  -18.94
692,0.58,-9.60  -30.77  -10.63
693,0.56,-13.77  -14.16  -14.19
694,0.68,0.00  -11.48  -29.55
695,0.69,-10.24  -34.58  -25.28
696,0.56,-9.63  -11.04  -20.95
697,0.68,-15.55  -17.00  -15.63
698,0.54,-17.48  -21.14  -31.39
699,0.53,-20.76  -12.48  -19.82
700,0.80,-9.81  -14.35  -18.02
701,0.53,-10.17  -31.23  -25.91
702,0.78,-21.12  -27.84  -18.40
703,0.53,-27.40  -26.96  -16.71
704,0.64,-33.79  -21.94  -13.94
705,0.71,-17.31  -4.35  -9.55
706,0.85,-12.46  -14.79  -9.31
707,0.71,-27.97  -24.27  -19.66
708,0.49,-18.21  -24.67  -24.49
709,0.67,-11.32  -18.57  -22.56
710,0.50,-22.10  -23.15  -24.38
711,0.56,-29.85  -20.39  -26.28
712,0.64,-31.15  0.00  -25.69
713,0.46,-12.98  -18.90  -20.01
714,0.44,-10.63  -21.49  -8.82
715,0.75,-17.21  -25.59  -32.78
716,0.48,-19.08  -8.12  -9.43
717,0.47,-14.09  -13.39  -11.37
718,0.81,-32.55  0.00  -9.06
719,0.77,-19.38  -29.44  -32.38
720,0.46,-20.86  -17.34  -10.80
721,0.53,-20.58  -23.07  -12.39
722,0.59,-13.30  -17.28  -9.38
723,0.60,-17.54  -25.52  -14.70
724,0.66,-26.11  -16.18  -25.37
725,0.60,-26.18  0.00  -10.64
726,0.63,-35.26  -26.98  -18.87
727,0.78,-27.11  -12.44  -36.58
728,0.53,-26.13  -15.26  -28.50
729,0.52,-25.13  -24.66  -13.82
730,0.39,-21.00  -16.20  -26.46
731,0.56,-25.78  -18.71  -21.91
732,0.39,-24.96  -23.85  -25.77
733,0.71,-17.35  -16.77  -17.50
734,0.60,-26.71  -23.10  -28.71
735,0.69,-11.40  -13.80  -14.62
736,0.52,-23.60  -21.25  -17.26
737,0.91,-19.81  -33.19  -23.62
738,0.63,-20.85  -10.11  -17.84
739,0.46,-15.73  -20.14  -21.27
740,0.80,-22.08  -9.76  -12.94
741,0.55,-14.26  -15.97  -14.54
742,0.50,-12.43  -17.13  -15.26
743,0.48,-20.95  -31.21  -30.38
744,0.77,-15.59  -27.98  -19.25
745,0.39,-10.19  -10.96  -11.15
746,0.75,-14.74  0.00  -22.49
747,0.40,-15.26  -18.66  -18.43
748,0.55,-29.60  -27.30  -25.74
749,0.70,-8.67  -22.32  -18.06
750,0.61,-17.28  -20.91  -22.52
751,0.51,-28.87  -24.02  -32.49
752,0.47,-34.56  -20.21  -9.47
753,0.60,-9.57  -18.60  -33.78
754,0.60,-21.21  -25.35  -12.22
755,0.59,-28.53  -33.33  -21.59
756,0.56,-17.16  -23.98  -18.25
757,0.59,-24.96  -26.16  -19.01
758,0.45,-14.62  -10.25  -20.94
759,0.61,-7.57  -25.85  -21.67
760,0.83,-26.61  -16.53  0.00
761,0.60,-26.21  -16.77  -17.81
762,0.55,-27.68  -25.98  0.00
763,0.85,-28.88  -30.28  -12.43
764,0.45,-8.14  -27.89  -15.44
765,0.61,-7.68  -12.52  -18.36
766,0.53,-27.09  0.00  -16.95
767,0.55,-11.25  -20.29  -14.12
768,0.54,0.00  -27.51  -34.96
769,0.38,-15.18  -16.80  -13.51
770,0.42,-16.01  -6.20  -23.58
771,0.73,-23.80  -13.42  -29.85
772,0.81,-7.99  -22.98  -22.84
773,0.66,-6.27  -24.62  -5.85
774,0.70,-18.33  -12.09  -10.51
775,0.48,-28.18  -14.64  -21.56
776,0.40,-23.82  -16.47  -25.21
777,0.40,-31.15  -13.88  -10.29
778,0.69,-16.47  -35.89  -9.01
779,0.84,0.00  -21.56  -16.83
780,0.42,-23.26  -22.66  -19.30
781,0.62,-13.85  -15.95  -12.12
782,0.45,-25.73  -15.40  -36.12
783,0.59,-15.54  -7.28  -21.81
784,0.75,-11.39  -18.15  -20.80
785,0.70,-20.87  -11.88  -23.68
786,0.56,-12.55  -16.85  -19.95
787,0.63,-25.98  -24.01  -28.63
788,0.53,-15.96  -18.35  -31.79
789,0.59,-12.41  -17.09  -31.48
790,0.70,-21.59  -15.06  -10.15
791,0.59,-21.23  -30.21  -26.22
792,0.71,-20.52  -35.46  -19.33
793,0.40,-15.60  -27.53  -18.97
794,0.44,-19.31  -18.52  -30.28
795,0.60,-25.28  -20.58  -24.94
796,0.61,-13.24  -12.79  -29.67
797,0.56,-29.19  -23.98  -22.32
798,0.49,-20.49  -20.69  -23.66
799,0.82,-20.21  -19.11  -17.18
800,0.46,-12.31  -12.52  -15.62
801,0.78,-17.71  -30.69  -9.18
802,0.55,-27.38  -18.29  -23.53
803,0.76,-12.67  -23.85  -26.07
804,0.57,-32.48  -9.95  -20.28
805,0.53,-22.21  -16.40  -22.87
806,0.53,-16.56  -17.92  -6.72
807,0.67,-16.50  -10.01  -17.78
808,0.65,-32.25  -22.43  -33.17
809,0.55,-7.89  -11.13  -16.55
810,0.72,-10.39  -12.95  -14.98
811,0.62,-10.81  -13.99  -24.24
812,0.67,-20.96  -32.00  -25.61
813,0.55,-26.15  -22.39  -18.09
814,0.81,-20.64  -15.06  0.00
815,0.58,-17.23  -14.56  -7.15
816,0.50,-29.68  -18.25  -16.21
817,0.56,-11.74  -13.88  -28.98
818,0.65,-9.79  -25.95  -19.07
819,0.76,-32.12  -30.41  0.00
820,0.69,-24.21  -35.47  -9.98
821,0.55,-12.81  -13.47  -11.95
822,0.61,-24.58  -16.62  -11.01
823,0.56,-15.81  -20.07  -19.33
824,0.43,-16.06  -23.64  -25.41
825,0.80,-22.37  -7.58  0.00
826,0.59,-18.97  -13.46  -9.19
827,0.55,-23.53  -24.76  -21.66
828,0.52,-31.13  -22.23  -27.99
829,0.59,-29.94  -17.83  -27.90
830,0.75,-21.02  -11.93  -23.02
831,0.66,-23.54  -28.77  -21.03
832,0.78,-16.19  -14.06  -6.63
833,0.54,-16.04  -12.56  -19.94
834,0.55,-19.63  -26.60  -14.14
835,0.46,-28.96  -11.22  -20.68
836,0.55,-23.23  -23.99  -22.95
837,0.60,-28.04  -16.73  -21.14
838,0.81,-34.08  -20.58  -23.55
839,0.82,-9.44  -26.01  -10.07
840,0.72,-22.59  -20.80  0.00
841,0.52,-21.40  -13.47  -15.65
842,0.50,-13.99  -10.95  -17.16
843,0.56,-22.14  -20.18  -11.40
844,0.50,-11.70  -14.15  -25.75
845,0.80,-19.37  -28.35  -14.41
846,0.53,-27.07  -16.21  -23.62
847,0.72,-10.39  -16.11  -21.41
848,0.66,-20.13  -22.68  -27.21
849,0.61,-7.30  -23.40  -30.69
850,0.77,-30.63  -18.44  -31.69
851,0.51,-21.42  -17.85  -12.79
852,0.41,-20.56  -25.93  -17.87
853,0.48,-32.85  -27.88  -19.73
854,0.84,-24.41  -20.36  -15.17
855,0.44,-15.59  -27.01  -23.03
856,0.38,-24.02  -14.72  -22.85
857,0.58,-24.83  -25.35  -30.03
858,0.43,-10.98  -13.18  -14.44
859,0.66,-9.10  -25.19  -7.59
860,0.72,-19.63  -20.65  -23.10
861,0.72,-19.19  -18.38  -23.42
862,0.88,-12.69  0.00  -19.67
863,0.45,-6.45  -12.50  -18.66
864,0.58,-16.47  -16.36  -32.98
865,0.55,-21.14  -20.54  -22.22
866,0.85,-25.49  -26.51  0.00
867,0.62,-13.05  -22.16  -10.56
868,0.65,0.00  -9.27  -23.53
869,0.58,-20.11  -32.70  -32.12
870,0.82,-17.15  -14.33  -23.11
871,0.53,-16.21  -20.49  -7.48
872,0.40,-19.38  -22.10  -21.02
873,0.65,-29.43  -12.97  -14.30
874,0.55,-15.26  -18.41  -20.28
875,0.55,-7.33  -13.57  -17.53
876,0.60,-15.37  -23.92  -7.97
877,0.69,-15.35  -21.35  -17.44
878,0.54,-23.37  -8.80  -33.25
879,0.49,-22.28  -19.11  -22.30
880,0.64,-13.55  -20.62  -22.05
881,0.63,-13.95  -13.22  -10.38
882,0.53,-27.45  -22.67  -30.42
883,0.59,-32.81  -32.36  -23.79
884,0.67,-18.33  -20.78  -24.39
885,0.54,-15.85  -17.73  -11.31
886,0.50,-22.61  -8.25  -23.24
887,0.80,-17.82  -16.98  0.00
888,0.79,-36.46  -23.71  0.00
889,0.52,-12.33  -25.76  -21.87
890,0.65,-27.41  -22.80  -10.78
891,0.75,-13.36  -19.51  -15.21
892,0.78,-12.89  -17.83  -24.89
893,0.62,-19.89  0.00  -19.78
894,0.68,-13.62  -17.13  -8.50
895,0.57,-16.90  -10.66  -19.44
896,0.53,-25.39  -25.41  -28.15
897,0.59,-12.53  -11.24  -7.45
898,0.47,-16.16  -13.72  -11.23
899,0.58,-17.76  -31.17  -16.80
900,0.49,-18.70  -18.25  -8.92
901,0.54,-16.99  -21.96  -15.19
902,0.41,-24.79  -9.80  -10.88
903,0.46,-15.84  -14.89  -17.31
904,0.55,-32.36  -22.53  -13.41
905,0.64,-16.31  -15.50  -29.52
906,0.47,-23.56  -13.94  -16.41
907,0.59,-28.50  -20.52  -17.57
908,0.59,-23.19  -17.69  -13.52
909,0.63,-19.89  -22.62  -18.28
910,0.69,-26.01  -25.57  -21.32
911,0.85,-13.36  -29.89  -22.86
912,0.62,-29.45  -12.52  -27.18
913,0.43,-20.01  -20.45  -6.97
914,0.52,-26.41  -14.48  -12.65
915,0.79,-30.97  -16.34  -28.89
916,0.76,-25.85  -29.62  0.00
917,0.53,-11.84  -24.16  -14.41
918,0.56,-15.28  -16.40  -10.18
919,0.46,-16.02  -19.55  -23.97
920,0.62,-21.29  0.00  -23.43
921,0.54,-14.74  -33.81  -28.33
922,0.68,-18.37  -24.28  -14.04
923,0.71,-11.20  -18.45  -26.83
924,0.47,-21.13  -22.40  -14.81
925,0.60,-16.32  -17.59  -21.33
926,0.59,-24.24  -23.79  -18.49
927,0.75,-19.60  -22.72  -12.05
928,0.53,-13.72  -32.70  -21.39
929,0.54,0.00  -28.88  -16.19
930,0.70,-21.69  -12.81  -12.45
931,0.71,-32.67  -14.31  -31.28
932,0.46,-35.14  -30.38  -22.70
933,0.43,-23.81  -18.57  -21.33
934,0.81,-19.67  -5.73  -16.12
935,0.52,-28.98  -7.45  -14.85
936,0.56,-21.39  -19.09  -15.54
937,0.63,-14.63  -27.70  -19.88
938,0.66,-18.91  -22.44  -24.07
939,0.46,-25.00  -17.32  -16.26
940,0.52,-14.06  -16.32  -12.22
941,0.76,-20.05  -27.51  -11.33
942,0.69,-19.28  -26.45  -26.76
943,0.54,-10.45  -20.51  -24.48
944,0.48,-26.72  -14.87  -14.87
945,0.65,-17.96  -22.06  -29.33
946,0.60,-23.84  -16.89  -14.74
947,0.42,-4.69  -17.83  -14.33
948,0.57,-33.18  -11.65  -28.98
949,0.68,-31.06  -18.19  -27.46
950,0.55,-21.23  -27.77  -27.44
951,0.52,-22.26  -25.94  -25.67
952,0.56,-11.15  -5.86  -17.38
953,0.55,-25.39  -21.48  -32.27
954,0.57,-10.88  -10.51  -12.05
955,0.51,-19.41  -30.80  -29.58
956,0.70,-19.48  -21.06  -11.77
957,0.54,-21.43  -33.69  -26.20
958,0.65,-14.23  -14.87  -27.09
959,0.48,-13.45  -10.00  -20.96
960,0.46,-11.94  -13.65  -10.60
961,0.71,-19.82  -10.06  -22.63
962,0.80,-28.48  -23.89  0.00
963,0.41,-29.01  -21.36  -14.11
964,0.51,-16.04  -19.88  -22.62
965,0.61,-26.97  -15.67  -8.55
966,0.75,-17.37  -8.83  -17.15
967,0.61,-28.57  -14.37  -32.91
968,0.68,-16.83  -20.50  -15.75
969,0.79,-12.73  -17.65  -16.19
970,0.70,-25.77  -20.03  -16.83
971,0.64,-23.69  -13.28  -21.13
972,0.56,-20.59  -32.63  -28.58
973,0.79,-19.44  -16.07  -5.84
974,0.51,-11.66  -14.36  -12.56
975,0.53,-27.98  -7.99  -15.59
976,0.85,0.00  -26.32  -23.79
977,0.56,-16.29  -18.43  -9.26
978,0.70,-24.46  -28.07  0.00
979,0.79,-20.79  0.00  -25.58
980,0.78,-10.18  -18.51  -20.54
981,0.76,-5.59  -23.41  -13.59
982,0.53,-10.69  -19.91  -15.94
983,0.62,-25.38  -13.30  -16.05
984,0.61,-7.61  -13.43  -29.12
985,0.59,-24.24  -15.36  -20.35
986,0.64,-19.34  -17.25  -18.90
987,0.39,-25.79  -20.69  -31.94
988,0.45,-17.40  -9.26  -24.55
989,0.72,-18.44  -13.36  -17.28
990,0.66,-24.07  -24.34  -21.41
991,0.74,-18.54  -11.13  -11.04
992,0.50,-20.58  0.00  -24.89
993,0.59,-28.04  -16.21  -30.38
994,0.56,-23.51  -18.13  -17.93
995,0.66,0.00  -14.86  -27.13
996,0.42,-24.75  -17.60  -27.07
997,0.72,-19.77  -20.43  -39.48
998,0.62,-15.07  -23.72  -8.84
999,0.71,-14.46  -15.38  -25.05
1000,0.46,-25.30  -21.13  -26.71
1001,0.60,-19.45  -6.12  -6.83
1002,0.49,-26.62  -17.91  -27.91
1003,0.69,-21.75  -29.96  -28.98
1004,0.62,-19.14  -13.44  -6.25
1005,0.85,-23.95  -33.14  -8.98
1006,0.52,-24.41  -19.06  -29.40
1007,0.70,-28.34  -31.96  -24.97
1008,0.48,-33.50  -17.80  -12.60
1009,0.43,-17.26  -21.13  -20.34
1010,0.59,-17.61  -15.74  -13.14
1011,0.68,-15.64  -13.27  -11.46
1012,0.57,0.00  0.00  -32.80
1013,0.85,-9.39  -23.90  -15.14
1014,0.53,-34.33  -26.75  -22.12
1015,0.65,-31.33  -14.55  -16.00
1016,0.58,-17.17  -18.42  -23.35
1017,0.59,-31.57  -27.97  0.00
1018,0.62,-27.37  -18.83  -32.26
1019,0.83,-15.89  -12.38  -29.19
1020,0.43,-32.07  -28.28  -13.19
1021,0.58,-19.38  -21.46  -19.92
1022,0.47,-25.27  -8.88  -12.22
1023,0.50,-17.26  -11.47  -22.22
1024,0.51,-8.04  -19.96  -10.38
1025,0.71,-8.09  -10.06  -18.33
1026,0.47,-12.41  -18.67  -14.50
1027,0.54,-22.76  -23.02  0.00
1028,0.50,-16.72  -10.86  -19.18
1029,0.61,-23.87  -13.96  -16.11
1030,0.47,-18.15  -24.33  -27.99
1031,0.82,-19.85  -27.55  -19.39
1032,0.86,-5.79  -12.32  -28.73
1033,0.62,-21.37  -19.76  -17.29
1034,0.45,-14.46  -21.06  -22.00
1035,0.43,-16.16  -15.58  -15.96
1036,0.66,-17.65  -14.73  -10.88
1037,0.82,-23.69  -17.93  -11.86
1038,0.56,-19.90  -11.07  -24.53
1039,0.44,-14.41  -9.39  -16.73
1040,0.55,-15.05  -17.29  -10.05
1041,0.47,-12.17  -14.49  -13.90
1042,0.76,-20.96  -15.86  -18.11
1043,0.70,-25.36  -15.46  -9.55
1044,0.52,-17.73  -14.63  -28.68
1045,0.59,-20.58  -16.85  -25.23
1046,0.77,-24.95  -27.76  -18.01
1047,0.46,-11.97  -29.25  -9.66
1048,0.43,-16.01  -16.66  -11.05
1049,0.44,-14.86  -24.21  -6.97
1050,0.43,-9.37  -14.95  -9.05
1051,0.58,-12.53  -17.97  -28.60
1052,0.51,-12.26  -32.73  -13.24
1053,0.89,-18.73  -16.77  -9.94
1054,0.51,-5.67  -8.41  -27.83
1055,0.72,-7.36  -19.42  -18.32
1056,0.46,-22.82  -27.30  -26.38
1057,0.80,-18.21  -23.76  -6.76
1058,0.61,-21.43  0.00  -24.01
1059,0.53,-26.58  -20.70  -30.71
1060,0.59,-12.98  -24.91  -25.32
1061,0.47,-14.04  -14.56  -26.47
1062,0.71,-18.18  -8.86  -19.09
1063,0.69,-10.40  -14.38  -11.77
1064,0.46,-14.69  -24.91  -25.46
1065,0.50,-20.93  -26.74  -10.75
1066,0.61,-23.47  -24.02  -21.02
1067,0.64,-14.45  -18.60  -22.33
1068,0.58,-15.89  -25.83  -27.23
1069,0.54,-24.58  -15.82  -14.06
1070,0.71,-17.10  -13.75  -14.78
1071,0.85,-18.21  -31.91  -14.67
1072,0.42,-13.29  -19.14  -12.80
1073,0.59,-15.61  -12.34  -19.15
1074,0.66,-16.66  -23.73  0.00
1075,0.49,-16.25  -17.26  -15.37
1076,0.54,-29.14  -13.75  -24.39
1077,0.61,-12.75  -18.68  -8.38
1078,0.81,-27.33  -30.17  -17.75
1079,0.46,-20.16  -23.51  -15.57
1080,0.53,-12.80  -23.29  -10.24
1081,0.68,-36.50  -11.57  -12.76
1082,0.57,-26.11  -18.72  -24.70
1083,0.49,-11.08  -16.34  -23.03
1084,0.59,-9.91  -16.50  -18.35
1085,0.60,-14.60  -21.63  -13.71
1086,0.58,-17.10  -14.93  -5.38
1087,0.41,-21.31  -20.64  -16.74
1088,0.67,-14.56  -12.23  -18.99
1089,0.52,-27.10  -22.84  -27.41
1090,0.64,-26.72  0.00  -17.76
1091,0.77,-17.55  -19.23  -11.28
1092,0.55,-22.39  -27.95  -14.36
1093,0.60,-19.65  -14.65  -7.03
1094,0.70,-16.07  -17.36  -5.57
1095,0.45,-14.33  -23.06  -21.98
1096,0.44,-34.11  -22.95  -31.24
1097,0.57,-17.29  -21.69  -14.62
1098,0.83,-15.51  -16.00  -12.35
1099,0.49,-24.25  -18.57  -16.40
1100,0.49,-23.88  -8.69  -12.52
1101,0.79,-34.76  -9.43  -11.92
1102,0.81,-29.88  -23.17  -18.46
1103,0.75,-30.16  -24.36  -32.58
1104,0.65,-9.09  -6.06  -20.03
1105,0.68,-25.50  -16.51  -23.05
1106,0.55,-21.01  -17.19  -6.99
1107,0.45,-13.95  -11.09  -16.14
1108,0.79,-22.69  -15.67  -23.84
1109,0.46,-15.70  -11.01  -25.74
1110,0.42,-22.49  -14.60  -11.54
1111,0.49,-16.12  -20.50  -18.86
1112,0.49,-15.71  -19.25  -13.58
1113,0.47,-18.43  -14.09  -14.32
1114,0.50,-19.85  -13.74  -16.47
1115,0.64,-17.30  -24.80  0.00
1116,0.65,-27.16  -8.35  -10.78
1117,0.58,-20.77  -10.23  -21.00
1118,0.57,-13.49  -29.05  -7.20
1119,0.50,-20.90  -20.97  -34.40
1120,0.45,-9.10  -14.79  -14.33
1121,0.51,-17.59  -17.47  -17.33
1122,0.61,-21.64  -20.77  -28.82
1123,0.67,-31.57  -24.31  -26.43
1124,0.75,-25.94  -26.88  -20.47
1125,0.45,-16.45  -18.06  -28.60
1126,0.69,-6.77  -18.30  -12.43
1127,0.54,-13.18  -13.61  -14.00
1128,0.67,-13.58  -14.68  -6.95
1129,0.55,-20.04  -19.04  -20.85
1130,0.44,-27.90  -14.87  -25.44
1131,0.65,-15.31  -19.11  -23.24
1132,0.48,-24.60  -11.62  -9.58
1133,0.48,-27.90  -25.50  -24.25
1134,0.76,-7.83  -21.29  -20.49
1135,0.46,-23.50  -16.02  -5.91
1136,0.51,-18.52  -21.13  -26.65
1137,0.61,-20.93  -22.03  -13.71
1138,0.50,-15.92  -29.35  -18.23
1139,0.41,-30.55  -28.47  -19.77
1140,0.69,-15.60  -13.63  -14.00
1141,0.55,-10.84  -14.97  -25.23
1142,0.52,-26.36  -22.49  -27.69
1143,0.67,-9.35  -21.49  -11.15
1144,0.67,-17.03  -8.41  -28.69
1145,0.55,-14.44  -12.96  -17.31
1146,0.48,-23.17  -18.05  -10.06
1147,0.76,-22.50  -18.97  -28.13
1148,0.58,-16.99  -25.05  -19.77
1149,0.63,-17.16  -13.50  -31.28
1150,0.62,-16.30  -16.04  -12.52
1151,0.56,-15.82  -23.97  -21.04
1152,0.54,-24.07  -29.41  -22.15
1153,0.78,-24.84  -22.01  -33.46
1154,0.38,-9.38  -13.92  -12.93
1155,0.64,-41.88  -16.10  0.00
1156,0.63,-26.71  -16.16  -23.42
1157,0.56,-17.13  -25.20  -19.64
1158,0.76,-23.33  -15.02  -18.79
1159,0.57,-16.60  -22.56  -21.66
1160,0.61,-9.38  -21.76  -32.52
1161,0.40,-24.99  -23.12  -21.34
1162,0.80,-18.52  -21.51  -19.54
1163,0.87,-11.05  -11.13  -23.68
1164,0.47,-14.05  -10.42  -12.00
1165,0.43,-11.24  -17.60  -15.58
1166,0.52,-15.38  -8.95  -18.71
1167,0.59,-26.86  -27.70  0.00
1168,0.54,-25.39  -17.73  -18.63
1169,0.68,-15.30  -13.53  -30.90
1170,0.80,-18.47  -16.54  -19.27
1171,0.54,-25.43  -32.32  -30.90
1172,0.46,-15.81  -13.82  -18.76
1173,0.60,-8.96  -16.65  -8.88
1174,0.78,0.00  -23.30  -35.76
1175,0.60,-19.33  -7.70  -12.93
1176,0.49,-21.53  -16.32  -22.07
1177,0.44,-28.27  -24.89  -27.93
1178,0.52,-26.74  -19.86  -34.37
1179,0.75,-15.10  -22.18  -16.14
1180,0.69,-23.50  -27.32  0.00
1181,0.47,-23.73  -21.44  -25.39
1182,0.70,-17.79  -11.36  -30.24
1183,0.86,-25.24  0.00  -22.54
1184,0.58,-22.30  -17.22  -26.37
1185,0.77,-12.13  -17.31  -21.04
1186,0.62,-36.96  -35.59  0.00
1187,0.74,-18.57  -20.51  -15.91
1188,0.71,-16.97  -23.45  -16.94
1189,0.48,-13.56  -15.33  -9.51
1190,0.62,-19.65  -6.75  -21.76
1191,0.55,-33.64  -19.99  -10.76
1192,0.81,-24.41  -12.07  -7.48
1193,0.55,-23.59  -34.27  -12.08
1194,0.62,-27.97  -16.53  -21.87
1195,0.56,-22.33  -15.59  -26.54
1196,0.67,-19.80  -19.42  -8.72
1197,0.53,-21.94  -20.90  -18.10
1198,0.73,-14.53  -22.68  -22.31
1199,0.50,-19.33  -23.50  -11.19
