id,epsilon,q_table
670,0.75,-35.12  -17.90  0.00
671,0.69,-15.55  -17.85  -11.33
672,0.76,-18.82  -9.11  -24.95
673,0.54,-20.24  -23.81  -19.29
674,0.76,-16.62  -11.86  -10.82
675,0.67,-16.04  -11.44  -14.17
676,0.63,-13.76  0.00  -29.01
677,0.89,-28.20  0.00  -18.73
678,0.48,-7.61  -8.51  -23.11
679,0.74,-27.41  -10.54  -12.86
680,0.55,-33.89  -18.57  -10.11
681,0.63,-19.36  -7.86  -25.33
682,0.66,-20.27  -25.55  -16.86
683,0.74,-28.58  -24.73  0.00
684,0.62,-15.67  -19.54  -12.67
685,0.73,-13.01  -22.45  -7.73
686,0.60,-8.35  -14.57  -14.98
687,0.48,-9.48  -20.28  -14.54
688,0.52,-14.24  -12.77  -9.60
689,0.46,-15.81  -24.65  -14.51
690,0.69,-23.72  -21.51  -13.66
691,0.69,-25.58  -22.24  -15.86
692,0.61,-9.60  -26.25  -10.63
693,0.59,-13.77  -14.16  -11.81
694,0.69,0.00  -11.48  -29.03
695,0.72,-10.24  -26.40  -25.28
696,0.61,-9.63  -7.91  -20.95
697,0.73,-15.55  -14.59  -15.63
698,0.59,-17.48  -21.14  -21.64
699,0.57,-20.76  -12.48  -7.60
700,0.82,-9.81  -14.35  -14.53
701,0.56,-10.17  -27.83  -25.91
702,0.80,-17.38  -27.84  -18.40
703,0.57,-20.67  -26.96  -16.71
704,0.65,-25.92  -21.94  -13.94
705,0.75,-17.31  -4.35  0.00
706,0.86,-12.46  -12.42  -9.31
707,0.73,-18.16  -24.27  -19.66
708,0.52,-18.21  -24.67  -15.05
709,0.68,0.00  -18.57  -22.56
710,0.54,-15.10  -23.15  -24.38
711,0.60,-29.85  -20.39  -11.31
712,0.65,-27.13  0.00  -25.69
713,0.50,-12.98  -18.90  -12.60
714,0.49,-6.81  -21.49  -8.82
715,0.77,-17.21  -16.64  -32.78
716,0.53,-19.08  -8.12  0.00
717,0.51,-9.56  -13.39  -11.37
718,0.83,-30.98  0.00  -9.06
719,0.79,-19.38  -27.39  -32.38
720,0.51,-20.86  -10.72  -10.80
721,0.58,-20.58  -17.84  -12.39
722,0.64,-13.30  -8.85  -9.38
723,0.65,-17.54  -17.72  -14.70
724,0.69,-19.58  -16.18  -25.37
725,0.63,-21.59  0.00  -10.64
726,0.66,-25.93  -26.98  -18.87
727,0.81,-17.64  -12.44  -36.58
728,0.57,-26.13  -15.26  -20.40
729,0.57,-25.13  -12.65  -13.82
730,0.43,-16.21  -16.20  -26.46
731,0.60,-14.74  -18.71  -21.91
732,0.44,-18.93  -23.85  -25.77
733,0.73,-17.35  -16.77  -12.57
734,0.62,-26.71  -20.59  -28.71
735,0.71,-11.40  -13.80  -10.74
736,0.56,-23.60  -9.69  -17.26
737,0.92,-19.81  -33.19  -18.43
738,0.65,-11.68  -10.11  -17.84
739,0.50,-15.73  -20.14  -13.16
740,0.83,-22.08  -9.76  -8.60
741,0.60,-14.26  -15.97  -7.80
742,0.55,-12.43  -17.13  -10.38
743,0.53,-20.95  -17.37  -30.38
744,0.78,-15.59  -27.98  -8.68
745,0.43,-10.19  -10.96  -6.74
746,0.76,-9.93  0.00  -22.49
747,0.44,-15.26  -18.66  -12.26
748,0.58,-29.60  -22.31  -25.74
749,0.74,-8.67  -17.28  -18.06
750,0.66,-8.26  -20.91  -22.52
751,0.54,-28.87  -24.02  -26.47
752,0.51,-28.72  -20.21  -9.47
753,0.66,-9.57  -16.02  -33.78
754,0.64,-21.21  -25.35  0.00
755,0.62,-20.23  -33.33  -21.59
756,0.60,-17.16  -13.98  -18.25
757,0.62,-13.93  -26.16  -19.01
758,0.49,-10.06  -10.25  -20.94
759,0.64,-7.57  -25.85  -17.35
760,0.85,-26.61  -9.24  0.00
761,0.62,-14.16  -16.77  -17.81
762,0.59,-27.68  -22.47  0.00
763,0.86,-28.88  -30.28  0.00
764,0.48,-8.14  -28.85  -15.44
765,0.64,-7.68  -8.71  -18.36
766,0.59,-25.91  0.00  -16.95
767,0.60,-11.25  -19.91  -14.12
768,0.58,0.00  -15.65  -34.96
769,0.42,-15.18  -16.80  -9.15
770,0.46,-16.01  0.00  -23.58
771,0.76,-11.14  -13.42  -29.85
772,0.84,-7.99  -11.57  -22.84
773,0.70,-6.27  -18.49  -5.85
774,0.72,-9.70  -12.09  -10.51
775,0.52,-25.00  -14.64  -21.56
776,0.45,-23.82  -13.68  -25.21
777,0.44,-24.36  -13.88  -10.29
778,0.71,-16.47  -31.46  -9.01
779,0.85,0.00  -20.12  -16.83
780,0.46,-11.10  -22.66  -19.30
781,0.64,-13.85  -9.83  -12.12
782,0.48,-25.73  -15.40  -29.23
783,0.61,-12.32  -7.28  -21.81
784,0.76,-11.39  -9.56  -20.80
785,0.72,-20.87  -11.88  -19.54
786,0.61,-12.55  -16.85  -9.92
787,0.67,-25.98  -21.50  -28.63
788,0.58,0.00  -18.35  -31.79
789,0.64,-12.41  -8.98  -31.48
790,0.73,-16.07  -15.06  -10.15
791,0.64,-21.23  -30.21  -31.70
792,0.73,-20.52  -23.12  -19.33
793,0.44,-15.60  -27.53  -14.74
794,0.47,-17.71  -18.52  -30.28
795,0.64,-25.28  -20.58  -15.10
796,0.66,-7.42  -12.79  -29.67
797,0.58,-18.09  -23.98  -22.32
798,0.53,-20.49  -20.69  -16.93
799,0.83,-20.21  -14.33  -17.18
800,0.50,-6.24  -12.52  -15.62
801,0.80,-17.71  -26.99  -9.18
802,0.59,-15.82  -18.29  -23.53
803,0.78,-12.67  -9.70  -26.07
804,0.62,-32.48  -9.95  0.00
805,0.58,-22.21  -13.63  -22.87
806,0.58,-16.56  -17.92  0.00
807,0.71,-16.50  -10.01  -9.21
808,0.69,-32.25  -22.43  -19.38
809,0.59,-7.89  -11.13  -14.12
810,0.76,-10.39  -6.83  -14.98
811,0.65,-10.81  -13.99  -16.64
812,0.68,-20.96  -25.71  -25.61
813,0.61,-21.52  -22.39  -18.09
814,0.82,-17.89  -15.06  0.00
815,0.62,-17.23  -14.56  0.00
816,0.55,-29.68  0.00  -16.21
817,0.61,-11.74  0.00  -28.98
818,0.69,0.00  -25.95  -19.07
819,0.77,-22.70  -30.41  0.00
820,0.73,-24.21  -25.53  -9.98
821,0.60,-10.27  -13.47  -11.95
822,0.65,-16.99  -16.62  -11.01
823,0.61,-15.81  -20.07  -14.37
824,0.47,-16.06  -23.64  -18.99
825,0.82,-22.37  0.00  0.00
826,0.61,-8.46  -13.46  -9.19
827,0.60,-12.33  -24.76  -21.66
828,0.57,-31.13  0.00  -27.99
829,0.62,-29.94  -15.15  -27.90
830,0.77,-16.95  -11.93  -23.02
831,0.68,-23.54  -28.77  -12.93
832,0.79,-16.19  -5.49  -6.63
833,0.58,-12.30  -12.56  -19.94
834,0.57,-19.63  -21.96  -14.14
835,0.50,-18.40  -11.22  -20.68
836,0.58,-23.23  -23.99  -11.44
837,0.63,-18.68  -16.73  -21.14
838,0.83,-22.45  -20.58  -23.55
839,0.83,-9.44  -19.54  -10.07
840,0.74,-20.57  -20.80  0.00
841,0.55,-12.86  -13.47  -15.65
842,0.56,-10.55  -10.95  -17.16
843,0.58,-19.87  -20.18  -11.40
844,0.55,-11.70  -14.15  -18.54
845,0.82,-11.31  -28.35  -14.41
846,0.58,-17.07  -16.21  -23.62
847,0.75,-10.39  -16.11  -16.15
848,0.67,-20.13  -22.68  -10.09
849,0.65,-7.30  -9.60  -30.69
850,0.78,-30.63  -18.44  -22.27
851,0.55,-21.42  -9.67  -12.79
852,0.45,-20.56  -15.53  -17.87
853,0.53,-22.39  -27.88  -19.73
854,0.86,-24.41  -18.16  -15.17
855,0.48,-15.59  -27.01  -12.73
856,0.42,-24.02  -14.72  -14.44
857,0.60,-24.83  -25.35  -17.60
858,0.48,-4.60  -13.18  -14.44
859,0.68,-9.10  -24.38  -7.59
860,0.73,-19.63  -20.65  -15.28
861,0.74,-19.19  -15.19  -23.42
862,0.89,-12.69  0.00  -19.52
863,0.48,-6.45  -12.50  -12.88
864,0.63,-16.47  -16.36  -22.43
865,0.59,-21.14  -20.54  -14.57
866,0.86,-25.49  -28.46  0.00
867,0.66,-8.85  -22.16  -10.56
868,0.69,0.00  -9.27  -17.62
869,0.60,-20.11  -23.12  -32.12
870,0.83,-17.15  -8.48  -23.11
871,0.58,-16.21  -15.02  -7.48
872,0.44,-16.63  -22.10  -21.02
873,0.68,-23.99  -12.97  -14.30
874,0.60,-15.26  -15.19  -20.28
875,0.59,-7.33  -4.18  -17.53
876,0.64,-15.37  -16.89  -7.97
877,0.73,-12.47  -21.35  -17.44
878,0.59,-23.37  -8.80  -25.08
879,0.53,-22.28  -19.11  -9.06
880,0.68,-13.55  -19.27  -22.05
881,0.68,-6.66  -13.22  -10.38
882,0.58,-22.24  -22.67  -30.42
883,0.64,-22.24  -32.36  -23.79
884,0.69,-18.33  -11.75  -24.39
885,0.57,-14.26  -17.73  -11.31
886,0.55,-22.61  0.00  -23.24
887,0.81,-16.88  -16.98  0.00
888,0.80,-36.46  -12.81  0.00
889,0.57,-12.33  -25.76  -8.67
890,0.69,-27.41  -22.80  0.00
891,0.78,-13.36  -7.30  -15.21
892,0.80,-12.89  -17.83  -20.74
893,0.64,-19.33  0.00  -19.78
894,0.73,-13.62  -9.55  -8.50
895,0.62,-16.90  -10.66  -14.35
896,0.57,-25.39  -25.41  -16.41
897,0.62,-12.53  -8.12  -7.45
898,0.51,-16.16  -13.72  -7.32
899,0.62,-17.76  -19.33  -16.80
900,0.53,-18.70  -8.73  -8.92
901,0.58,-16.99  -12.13  -15.19
902,0.46,-24.79  -9.80  0.00
903,0.49,-8.71  -14.89  -17.31
904,0.57,-32.36  -15.60  -13.41
905,0.67,-16.31  0.00  -29.52
906,0.51,-23.56  -7.68  -16.41
907,0.63,-28.50  -20.52  -14.48
908,0.60,-19.01  -17.69  -13.52
909,0.65,-19.89  -22.20  -18.28
910,0.71,-26.01  -25.16  -21.32
911,0.86,-13.36  -29.89  -24.47
912,0.66,-28.92  -12.52  -27.18
913,0.48,-20.01  -20.45  0.00
914,0.57,-15.81  -14.48  -12.65
915,0.80,-30.97  -16.34  -14.64
916,0.78,-22.82  -29.62  0.00
917,0.56,-11.84  -24.16  -11.02
918,0.59,-9.03  -16.40  -10.18
919,0.50,-16.02  -19.55  -14.45
920,0.66,-21.29  0.00  -19.18
921,0.60,-14.74  -33.81  -11.57
922,0.71,-13.90  -24.28  -14.04
923,0.72,-11.20  -10.26  -26.83
924,0.50,-21.13  -14.63  -14.81
925,0.62,-16.32  -17.59  -22.14
926,0.63,-17.05  -23.79  -18.49
927,0.79,-12.91  -22.72  -12.05
928,0.57,-13.72  -20.46  -21.39
929,0.57,0.00  -31.58  -16.19
930,0.73,-14.40  -12.81  -12.45
931,0.74,-19.99  -14.31  -31.28
932,0.50,-30.36  -30.38  -22.70
933,0.47,-18.15  -18.57  -21.33
934,0.83,-19.67  -5.73  -12.24
935,0.57,-26.29  -7.45  -14.85
936,0.60,-21.39  -19.09  -9.27
937,0.66,-14.63  -22.08  -19.88
938,0.70,-18.91  -13.17  -24.07
939,0.50,-25.00  -10.73  -16.26
940,0.58,-14.06  -8.92  -12.22
941,0.79,-20.05  -17.86  -11.33
942,0.72,-19.28  -26.45  -16.64
943,0.57,-10.45  -20.51  -20.80
944,0.51,-26.72  0.00  -14.87
945,0.66,-17.96  -22.06  -30.13
946,0.65,-23.84  -13.29  -14.74
947,0.46,-4.69  -13.34  -14.33
948,0.60,-28.49  -11.65  -28.98
949,0.70,-31.06  -18.19  -16.74
950,0.59,-21.23  -19.45  -27.44
951,0.55,-14.88  -25.94  -25.67
952,0.59,-11.15  -5.86  -13.52
953,0.61,-25.39  -11.45  -32.27
954,0.62,-6.34  -10.51  -12.05
955,0.55,-19.41  -19.05  -29.58
956,0.74,-19.48  -10.04  -11.77
957,0.59,-21.43  -20.74  -26.20
958,0.67,0.00  -14.87  -27.09
959,0.51,-8.36  -10.00  -20.96
960,0.49,-11.94  -13.65  -7.63
961,0.71,-19.82  -10.06  -14.93
962,0.83,-28.48  -17.49  0.00
963,0.45,-29.01  -10.43  -14.11
964,0.56,-16.04  -9.78  -22.62
965,0.62,-26.97  -15.67  0.00
966,0.77,-17.37  -8.83  -12.94
967,0.64,-28.57  -14.37  -19.37
968,0.69,-16.83  -20.50  -11.76
969,0.80,-12.73  -17.65  -9.86
970,0.73,-25.77  -11.96  -16.83
971,0.67,-23.69  -13.28  -9.38
972,0.61,-20.59  -18.35  -28.58
973,0.81,-19.44  -6.04  -5.84
974,0.56,-6.77  -14.36  -12.56
975,0.58,-26.06  -7.99  -15.59
976,0.87,0.00  -24.48  -23.79
977,0.60,-10.03  -18.43  -9.26
978,0.72,-24.46  -23.44  0.00
979,0.81,-20.79  0.00  -22.71
980,0.81,-10.18  -18.51  -8.34
981,0.78,-5.59  -19.89  -13.59
982,0.56,-10.69  -19.91  -9.08
983,0.64,-25.38  -13.30  -12.44
984,0.65,-7.61  -13.43  -20.74
985,0.64,-24.24  -15.36  -10.95
986,0.68,-14.13  -17.25  -18.90
987,0.43,-25.79  -20.69  -31.88
988,0.50,-17.40  0.00  -24.55
989,0.75,-15.36  -13.36  -17.28
990,0.69,-24.07  -18.76  -21.41
991,0.77,-18.54  -11.13  -5.49
992,0.54,-20.58  0.00  -17.81
993,0.63,-15.89  -16.21  -30.38
994,0.61,-14.02  -18.13  -17.93
995,0.67,0.00  -14.86  -22.35
996,0.46,-24.75  -17.60  -15.96
997,0.75,0.00  -20.43  -39.48
998,0.66,-15.07  -23.72  0.00
999,0.75,-14.46  -8.43  -25.05
1000,0.51,-25.30  -21.13  -17.50
1001,0.63,-19.05  -6.12  -6.83
1002,0.53,-26.62  0.00  -27.91
1003,0.72,-21.75  -21.49  -28.98
1004,0.64,-19.14  -13.44  0.00
1005,0.86,-18.72  -33.14  -8.98
1006,0.55,-24.41  -16.96  -29.40
1007,0.73,-28.34  -21.25  -24.97
1008,0.52,-33.50  -11.95  -12.60
1009,0.48,-17.26  -10.74  -20.34
1010,0.62,-17.61  -15.74  -6.15
1011,0.72,-15.64  -6.84  -11.46
1012,0.61,0.00  0.00  -27.43
1013,0.87,0.00  -23.90  -15.14
1014,0.56,-34.33  -14.54  -22.12
1015,0.67,-31.33  -14.55  -10.94
1016,0.62,-17.17  -18.42  -16.59
1017,0.63,-23.54  -27.97  0.00
1018,0.66,-16.03  -18.83  -32.26
1019,0.85,-15.89  -12.38  -29.11
1020,0.47,-32.07  -28.28  0.00
1021,0.62,-19.38  -19.78  -19.92
1022,0.53,-17.71  -8.88  -12.22
1023,0.55,-17.26  -11.47  -21.92
1024,0.54,-8.04  -19.96  -6.42
1025,0.75,-8.09  -5.77  -18.33
1026,0.52,-12.41  -10.92  -14.50
1027,0.59,-16.89  -23.02  0.00
1028,0.53,-16.72  -10.86  -15.78
1029,0.66,-19.06  -13.96  -16.11
1030,0.52,-18.15  -24.33  -14.59
1031,0.85,-17.74  -27.55  -19.39
1032,0.87,-5.79  -12.32  -24.00
1033,0.66,-21.37  -14.16  -17.29
1034,0.49,-14.46  -11.66  -22.00
1035,0.47,-16.16  -6.73  -15.96
1036,0.68,-17.65  -14.73  -6.74
1037,0.84,-23.69  -12.18  -11.86
1038,0.58,-19.90  0.00  -24.53
1039,0.48,-6.91  -9.39  -16.73
1040,0.61,-15.05  -17.29  -6.33
1041,0.52,-12.17  -14.49  -8.86
1042,0.78,-9.25  -15.86  -18.11
1043,0.72,-25.36  -9.84  -9.55
1044,0.57,-10.46  -14.63  -28.68
1045,0.64,-20.58  -16.85  -14.56
1046,0.79,-24.95  -27.76  0.00
1047,0.52,-11.97  -28.72  -9.66
1048,0.47,-16.01  -10.72  -11.05
1049,0.49,-14.86  -24.21  0.00
1050,0.47,-4.47  -14.95  -9.05
1051,0.63,-12.53  -17.97  -17.71
1052,0.55,-12.26  -25.79  -13.24
1053,0.90,-8.10  -16.77  -9.94
1054,0.54,-5.67  -8.41  -19.87
1055,0.75,-7.36  -19.42  -15.28
1056,0.50,-20.06  -27.30  -26.38
1057,0.82,-18.21  -18.07  -6.76
1058,0.65,-21.43  0.00  -19.86
1059,0.56,-26.58  -20.70  -17.35
1060,0.63,-12.98  -24.78  -25.32
1061,0.51,-9.72  -14.56  -26.47
1062,0.74,-12.64  -8.86  -19.09
1063,0.71,-10.40  -8.07  -11.77
1064,0.50,-11.47  -24.91  -25.46
1065,0.55,-20.93  -26.74  0.00
1066,0.63,-15.88  -24.02  -21.02
1067,0.66,-14.45  -12.47  -22.33
1068,0.63,-15.89  -13.80  -27.23
1069,0.57,-18.20  -15.82  -14.06
1070,0.73,-17.10  -10.44  -14.78
1071,0.87,-12.16  -31.91  -14.67
1072,0.47,-13.29  -19.14  -7.61
1073,0.63,-15.61  -9.71  -19.15
1074,0.67,-16.66  -19.14  0.00
1075,0.52,-16.25  -17.26  -10.64
1076,0.57,-29.14  -13.75  -19.32
1077,0.64,-12.75  -13.29  -8.38
1078,0.82,-27.33  -21.46  -17.75
1079,0.49,-14.42  -23.51  -15.57
1080,0.59,-12.80  -15.77  -10.24
1081,0.72,-30.60  -11.57  -12.76
1082,0.62,-26.11  -18.72  -18.00
1083,0.53,-11.08  -16.34  -18.74
1084,0.61,-9.91  -16.50  -11.64
1085,0.62,-6.45  -21.63  -13.71
1086,0.63,-17.10  -14.93  0.00
1087,0.46,-21.31  -16.45  -16.74
1088,0.71,-11.68  -12.23  -18.99
1089,0.57,-21.71  -22.84  -27.41
1090,0.69,-26.72  0.00  -11.51
1091,0.80,-17.55  -15.75  -11.28
1092,0.58,-22.39  -15.38  -14.36
1093,0.63,-19.65  -11.77  -7.03
1094,0.72,-12.74  -17.36  -5.57
1095,0.50,-14.33  -23.06  -10.55
1096,0.49,-21.39  -22.95  -31.24
1097,0.62,-10.30  -21.69  -14.62
1098,0.85,-15.51  -9.69  -12.35
1099,0.53,-24.25  0.00  -16.40
1100,0.54,-24.45  -8.69  -12.52
1101,0.81,-31.77  -9.43  -11.92
1102,0.83,-29.88  -16.62  -18.46
1103,0.78,-17.20  -24.36  -32.58
1104,0.67,-9.09  -6.06  -17.61
1105,0.71,-27.28  -16.51  -23.05
1106,0.58,-21.01  -7.93  -6.99
1107,0.49,-13.95  -11.09  -9.78
1108,0.82,-23.51  -15.67  -23.84
1109,0.51,-15.70  -11.01  -15.35
1110,0.46,-22.49  -7.16  -11.54
1111,0.53,-16.12  -15.50  -18.86
1112,0.52,-15.71  -13.91  -13.58
1113,0.51,-11.45  -14.09  -14.32
1114,0.54,-11.84  -13.74  -16.47
1115,0.66,-17.30  -23.47  0.00
1116,0.69,-27.16  -8.35  -5.70
1117,0.61,-20.77  -10.23  -10.11
1118,0.62,-13.49  -21.13  -7.20
1119,0.55,-20.90  -9.32  -34.40
1120,0.49,-9.10  -10.52  -14.33
1121,0.56,-17.59  -17.47  -14.45
1122,0.63,-21.64  -20.77  -23.16
1123,0.68,-31.57  -22.08  -26.43
1124,0.78,-25.07  -26.88  -20.47
1125,0.49,-16.45  -18.06  -15.23
1126,0.72,-6.77  -12.94  -12.43
1127,0.60,-13.18  -13.61  -10.81
1128,0.71,-13.58  -10.05  -6.95
1129,0.60,-20.04  -16.19  -20.85
1130,0.47,-22.28  -14.87  -25.44
1131,0.68,-15.31  -19.11  -14.37
1132,0.53,-24.60  -7.12  -9.58
1133,0.52,-27.90  -25.50  0.00
1134,0.77,-7.83  -21.29  -20.12
1135,0.50,-16.52  -16.02  -5.91
1136,0.56,-16.35  -21.13  -26.65
1137,0.65,-20.93  -22.39  -13.71
1138,0.53,-8.45  -29.35  -18.23
1139,0.45,-18.40  -28.47  -19.77
1140,0.70,-15.60  -13.63  -7.05
1141,0.57,0.00  -14.97  -25.23
1142,0.56,-26.36  -22.49  -19.00
1143,0.71,-9.35  -16.39  -11.15
1144,0.68,-17.03  -8.41  -21.64
1145,0.59,-7.46  -12.96  -17.31
1146,0.51,-17.41  -18.05  -10.06
1147,0.79,-22.50  -9.71  -28.13
1148,0.60,-14.62  -25.05  -19.77
1149,0.65,-8.16  -13.50  -31.28
1150,0.65,-16.30  -16.04  -8.53
1151,0.58,-15.82  -23.97  -14.68
1152,0.59,-24.07  -29.41  0.00
1153,0.81,-24.84  -22.01  -31.13
1154,0.42,-9.38  -9.51  -12.93
1155,0.68,-38.63  -16.10  0.00
1156,0.66,-15.52  -16.16  -23.42
1157,0.59,-17.13  -25.20  -7.85
1158,0.77,-13.31  -15.02  -18.79
1159,0.62,-16.60  -13.60  -21.66
1160,0.63,-9.38  -20.70  -32.52
1161,0.44,-20.06  -23.12  -21.34
1162,0.83,-18.52  -11.23  -19.54
1163,0.88,-11.05  -11.13  -23.60
1164,0.52,-14.05  -10.42  -5.27
1165,0.47,-11.24  -13.34  -15.58
1166,0.56,-12.67  -8.95  -18.71
1167,0.61,-26.86  -29.11  0.00
1168,0.57,-25.39  -17.73  -9.69
1169,0.69,-9.09  -13.53  -30.90
1170,0.82,-9.77  -16.54  -19.27
1171,0.56,-21.56  -32.32  -30.90
1172,0.50,-15.81  -4.89  -18.76
1173,0.64,-8.96  -16.65  -4.72
1174,0.80,0.00  -23.30  -33.38
1175,0.65,-19.33  0.00  -12.93
1176,0.54,-21.53  -16.32  -23.39
1177,0.48,-14.83  -24.89  -27.93
1178,0.56,-16.95  -19.86  -34.37
1179,0.76,-15.10  -22.18  -9.46
1180,0.71,-22.21  -27.32  0.00
1181,0.51,-23.73  -21.44  -23.42
1182,0.71,-12.31  -11.36  -30.24
1183,0.87,-19.85  0.00  -22.54
1184,0.63,-22.30  -17.22  -15.61
1185,0.79,-7.26  -17.31  -21.04
1186,0.64,-36.96  -23.65  0.00
1187,0.76,-18.57  -20.44  -15.91
1188,0.72,-16.97  -17.06  -16.94
1189,0.52,-13.56  -15.33  -5.56
1190,0.63,-19.65  -6.75  -13.20
1191,0.60,-33.64  -19.99  0.00
1192,0.83,-19.11  -12.07  -7.48
1193,0.57,-23.59  -30.07  -12.08
1194,0.65,-27.97  -12.25  -21.87
1195,0.61,-14.68  -15.59  -26.54
1196,0.69,-19.80  -7.35  -8.72
1197,0.58,-12.11  -20.90  -18.10
1198,0.76,-14.53  -15.24  -22.31
1199,0.53,-19.33  -15.61  -11.19
