id,epsilon,q_table
665,0.55,-27.67  -25.72  -36.69
666,0.56,-30.93  -26.09  -22.21
667,0.36,-29.13  -21.32  -23.01
668,0.33,-31.78  -24.94  -26.57
669,0.43,-23.62  -21.79  -19.45
670,0.66,-31.86  -29.03  -26.43
671,0.62,-23.17  -28.49  -25.00
672,0.64,-31.20  -21.31  -24.95
673,0.42,-28.83  -36.61  -23.46
674,0.71,-21.10  -19.04  -26.67
675,0.55,-20.56  -25.62  -16.94
676,0.50,-21.94  -27.05  -29.01
677,0.80,-40.77  0.00  -39.06
678,0.29,-17.71  -22.47  -29.87
679,0.61,-31.34  -19.23  -27.72
680,0.38,-33.89  -30.51  -29.67
681,0.41,-25.37  -27.24  -25.33
682,0.46,-34.78  -22.74  -29.44
683,0.58,-28.58  -33.86  -21.42
684,0.45,-25.91  -26.02  -26.34
685,0.59,-34.51  -22.45  -18.79
686,0.37,-18.40  -24.18  -28.04
687,0.32,-19.35  -26.75  -25.15
688,0.33,-22.16  -17.61  -22.51
689,0.28,-27.96  -23.43  -28.30
690,0.52,-23.72  -28.05  -32.47
691,0.63,-25.58  -33.93  -32.78
692,0.48,-21.26  -30.77  -23.50
693,0.45,-24.09  -14.16  -26.58
694,0.63,-22.56  -16.49  -29.55
695,0.60,-21.29  -34.58  -32.93
696,0.39,-21.05  -19.40  -20.95
697,0.53,-32.44  -17.00  -20.89
698,0.38,-27.38  -21.14  -37.42
699,0.38,-20.76  -20.69  -26.81
700,0.73,-18.93  -14.35  -27.32
701,0.44,-29.07  -30.16  -35.35
702,0.73,-27.85  -35.94  -18.40
703,0.38,-27.40  -23.11  -27.48
704,0.59,-32.63  -22.58  -20.08
705,0.58,-25.59  -8.95  -13.18
706,0.80,-12.46  -21.50  -27.35
707,0.66,-27.39  -33.42  -22.43
708,0.36,-27.49  -27.59  -31.42
709,0.64,-24.18  -18.57  -23.87
710,0.38,-26.51  -27.78  -24.38
711,0.44,-31.40  -31.83  -35.02
712,0.60,-31.15  -24.84  -29.53
713,0.34,-20.09  -23.90  -26.64
714,0.29,-20.20  -21.49  -17.34
715,0.66,-32.13  -26.20  -30.84
716,0.33,-19.08  -19.71  -17.51
717,0.35,-15.74  -23.92  -19.31
718,0.75,-37.57  -9.75  -19.46
719,0.71,-29.73  -25.85  -31.05
720,0.30,-24.60  -25.15  -31.20
721,0.37,-28.42  -27.89  -28.85
722,0.43,-20.48  -17.94  -16.24
723,0.45,-26.47  -31.47  -26.07
724,0.53,-29.05  -28.91  -31.74
725,0.49,-26.31  -15.29  -13.32
726,0.53,-37.97  -26.98  -32.54
727,0.70,-27.93  -21.83  -39.65
728,0.39,-26.13  -35.22  -29.85
729,0.37,-25.74  -24.72  -26.21
730,0.26,-25.70  -29.74  -34.99
731,0.42,-25.58  -30.54  -25.10
732,0.26,-25.75  -35.38  -31.63
733,0.66,-31.83  -19.55  -17.50
734,0.52,-28.62  -26.80  -30.52
735,0.62,-19.45  -20.79  -16.90
736,0.39,-26.80  -28.44  -27.10
737,0.87,-30.59  -38.03  -23.62
738,0.55,-20.85  -25.55  -29.32
739,0.32,-25.58  -22.06  -23.13
740,0.70,-22.08  -23.50  -25.54
741,0.40,-19.07  -27.41  -16.54
742,0.34,-20.44  -19.40  -23.68
743,0.32,-35.35  -33.47  -35.15
744,0.74,-33.47  -27.98  -36.60
745,0.26,-15.09  -17.67  -18.55
746,0.70,-18.37  -25.38  -22.49
747,0.27,-22.42  -25.11  -24.31
748,0.45,-32.95  -26.45  -31.54
749,0.55,-21.77  -26.72  -22.55
750,0.46,-26.09  -21.95  -29.41
751,0.39,-38.08  -37.31  -32.60
752,0.33,-35.49  -23.18  -25.02
753,0.44,-22.35  -23.12  -35.43
754,0.45,-32.23  -28.21  -31.51
755,0.46,-34.32  -33.33  -28.35
756,0.42,-26.06  -33.38  -18.25
757,0.49,-24.96  -40.20  -37.73
758,0.32,-22.76  -21.09  -20.94
759,0.54,-19.76  -26.59  -24.19
760,0.74,-34.75  -16.53  -7.41
761,0.49,-32.66  -19.72  -21.90
762,0.42,-28.27  -25.98  -27.51
763,0.78,-23.98  -29.53  -20.03
764,0.33,-28.64  -27.89  -24.73
765,0.47,-20.92  -24.11  -18.36
766,0.36,-27.09  -14.90  -23.28
767,0.39,-23.63  -20.29  -24.17
768,0.43,-33.50  -37.19  -34.96
769,0.25,-17.09  -22.74  -26.12
770,0.29,-20.22  -23.10  -23.58
771,0.61,-29.86  -25.18  -33.11
772,0.71,-19.83  -23.09  -32.92
773,0.53,-16.83  -27.97  -16.24
774,0.65,-18.33  -19.38  -29.83
775,0.36,-32.42  -32.76  -21.56
776,0.27,-28.68  -22.24  -34.20
777,0.27,-31.15  -25.47  -21.35
778,0.60,-21.95  -31.84  -29.13
779,0.80,-6.53  -21.56  -29.86
780,0.29,-24.87  -28.03  -26.40
781,0.56,-22.52  -21.95  -18.12
782,0.33,-33.07  -31.01  -36.12
783,0.50,-19.09  -27.37  -21.81
784,0.70,-27.90  -22.11  -20.80
785,0.62,-28.07  -25.42  -30.67
786,0.39,-22.77  -22.13  -24.35
787,0.50,-24.33  -28.43  -37.50
788,0.37,-29.16  -25.92  -30.72
789,0.42,-29.92  -23.28  -31.48
790,0.61,-21.59  -28.13  -25.49
791,0.46,-28.82  -30.21  -40.82
792,0.66,-40.51  -28.12  -32.92
793,0.27,-26.45  -27.53  -26.92
794,0.31,-34.62  -34.77  -30.28
795,0.46,-30.42  -32.10  -31.99
796,0.45,-20.28  -23.35  -30.81
797,0.48,-31.95  -25.80  -22.61
798,0.35,-25.70  -26.96  -31.05
799,0.78,-28.63  -27.23  -20.88
800,0.31,-21.70  -16.52  -16.81
801,0.69,-25.93  -30.69  -28.03
802,0.39,-27.38  -24.27  -32.25
803,0.69,-35.67  -23.85  -26.07
804,0.41,-32.48  -36.99  -24.86
805,0.37,-25.67  -25.21  -30.28
806,0.39,-21.77  -22.31  -22.56
807,0.54,-18.34  -22.33  -17.78
808,0.53,-37.37  -22.43  -26.95
809,0.40,-17.38  -14.20  -18.82
810,0.60,-17.66  -19.04  -22.81
811,0.52,-17.94  -25.48  -27.43
812,0.63,-41.34  -35.47  -25.61
813,0.39,-35.41  -31.53  -33.38
814,0.76,-26.05  -15.06  -5.86
815,0.44,-23.28  -21.19  -21.39
816,0.34,-35.39  -20.59  -35.46
817,0.40,-26.19  -19.24  -28.98
818,0.51,-27.54  -25.95  -28.54
819,0.73,-30.79  -30.41  -30.93
820,0.58,-34.49  -35.47  -27.22
821,0.39,-12.81  -29.75  -19.77
822,0.47,-24.58  -23.02  -19.55
823,0.39,-23.99  -21.52  -26.03
824,0.28,-31.08  -31.70  -28.90
825,0.72,-22.37  -17.98  -18.70
826,0.52,-18.97  -25.41  -17.35
827,0.38,-26.43  -24.76  -35.88
828,0.35,-42.69  -23.50  -27.99
829,0.48,-32.92  -31.22  -27.90
830,0.71,-21.02  -29.42  -31.87
831,0.56,-33.34  -36.05  -30.12
832,0.75,-23.71  -15.88  -9.85
833,0.42,-20.68  -23.45  -19.94
834,0.46,-27.73  -26.60  -24.03
835,0.34,-34.21  -29.15  -31.88
836,0.46,-31.71  -27.48  -30.98
837,0.52,-35.37  -21.26  -29.12
838,0.75,-27.53  -32.11  -35.39
839,0.77,-12.67  -28.73  -22.88
840,0.64,-28.83  -20.80  -18.59
841,0.42,-22.51  -17.94  -19.04
842,0.34,-20.88  -23.36  -22.49
843,0.47,-22.14  -27.16  -26.54
844,0.36,-21.96  -25.83  -25.75
845,0.72,-27.32  -29.10  -25.43
846,0.37,-27.07  -26.60  -32.46
847,0.61,-18.28  -26.06  -34.23
848,0.63,-28.32  -29.51  -28.68
849,0.46,-28.97  -23.60  -30.69
850,0.72,-30.17  -28.55  -32.06
851,0.40,-21.42  -24.94  -20.51
852,0.28,-29.69  -26.52  -26.47
853,0.32,-30.17  -27.88  -27.22
854,0.76,-29.30  -20.36  -37.56
855,0.30,-32.21  -31.30  -27.39
856,0.25,-24.02  -27.87  -31.57
857,0.51,-27.64  -30.28  -30.03
858,0.28,-15.69  -22.71  -17.82
859,0.58,-20.05  -30.65  -13.01
860,0.65,-21.75  -20.65  -33.84
861,0.64,-23.26  -23.75  -28.56
862,0.83,-16.48  -10.65  -29.40
863,0.32,-22.92  -19.53  -18.66
864,0.41,-25.40  -16.36  -42.47
865,0.41,-37.99  -20.54  -32.44
866,0.80,-25.49  -26.31  -25.60
867,0.47,-21.12  -29.27  -18.32
868,0.50,-13.78  -22.84  -23.53
869,0.51,-34.11  -30.49  -35.52
870,0.78,-24.21  -22.83  -23.56
871,0.38,-18.75  -22.10  -22.87
872,0.27,-28.27  -30.35  -32.02
873,0.52,-29.43  -27.87  -22.77
874,0.38,-19.11  -33.38  -22.17
875,0.41,-18.89  -23.29  -17.53
876,0.43,-18.37  -28.98  -19.37
877,0.54,-25.37  -32.27  -17.44
878,0.37,-31.85  -23.44  -37.33
879,0.37,-36.90  -27.76  -30.74
880,0.48,-24.13  -23.43  -24.83
881,0.47,-20.56  -18.85  -17.03
882,0.37,-26.08  -30.63  -36.84
883,0.42,-31.38  -32.36  -41.21
884,0.61,-19.22  -29.92  -33.37
885,0.42,-23.20  -18.93  -20.50
886,0.33,-22.61  -27.00  -31.49
887,0.75,-22.91  -24.27  -5.88
888,0.74,-31.04  -23.71  -21.48
889,0.35,-26.00  -32.38  -27.65
890,0.51,-27.41  -22.65  -23.34
891,0.64,-18.43  -19.51  -37.89
892,0.70,-12.89  -25.22  -31.26
893,0.55,-19.89  -20.22  -24.14
894,0.54,-13.62  -19.33  -17.50
895,0.42,-25.72  -19.68  -19.44
896,0.38,-26.18  -29.91  -30.48
897,0.50,-23.17  -11.24  -11.56
898,0.33,-18.82  -18.11  -17.59
899,0.44,-31.38  -31.17  -24.18
900,0.35,-20.22  -19.47  -22.45
901,0.40,-25.76  -21.96  -27.79
902,0.28,-28.13  -16.53  -21.04
903,0.35,-23.80  -16.83  -25.55
904,0.46,-32.36  -27.29  -33.27
905,0.53,-16.31  -27.83  -26.91
906,0.33,-23.56  -20.25  -25.62
907,0.45,-28.50  -29.13  -31.71
908,0.52,-25.81  -26.53  -18.16
909,0.55,-26.66  -33.93  -27.91
910,0.65,-31.98  -25.57  -23.87
911,0.79,-35.95  -35.55  -22.86
912,0.50,-29.45  -29.16  -29.14
913,0.28,-22.17  -25.60  -20.93
914,0.38,-29.35  -24.28  -25.63
915,0.75,-38.00  -25.81  -29.15
916,0.69,-26.23  -27.28  -25.27
917,0.40,-24.00  -24.16  -17.12
918,0.46,-20.50  -21.53  -16.48
919,0.30,-23.56  -27.31  -27.50
920,0.50,-21.29  -22.96  -23.62
921,0.37,-24.87  -33.81  -30.56
922,0.57,-23.80  -26.80  -21.20
923,0.65,-18.42  -25.44  -26.83
924,0.35,-29.68  -24.00  -23.56
925,0.50,-28.06  -27.43  -21.33
926,0.44,-22.82  -26.34  -25.73
927,0.63,-26.57  -25.94  -20.32
928,0.39,-29.68  -31.39  -23.25
929,0.43,-21.49  -28.88  -18.69
930,0.59,-26.11  -16.78  -19.11
931,0.59,-32.17  -29.89  -37.32
932,0.34,-41.39  -30.38  -24.87
933,0.29,-25.01  -23.09  -28.00
934,0.76,-34.20  -10.34  -16.12
935,0.38,-32.85  -22.36  -25.47
936,0.45,-24.49  -26.62  -26.67
937,0.51,-23.85  -27.70  -26.92
938,0.51,-29.82  -25.28  -33.02
939,0.32,-25.00  -31.59  -27.61
940,0.35,-19.15  -19.46  -21.26
941,0.67,-24.43  -29.41  -23.63
942,0.58,-31.22  -33.93  -32.30
943,0.44,-22.93  -20.51  -31.10
944,0.37,-27.08  -21.00  -35.63
945,0.61,-31.28  -32.11  -30.49
946,0.44,-23.84  -23.79  -20.13
947,0.28,-11.30  -24.59  -15.95
948,0.45,-38.62  -20.45  -25.79
949,0.62,-31.06  -30.82  -31.63
950,0.40,-30.22  -34.08  -32.00
951,0.41,-22.26  -41.66  -25.67
952,0.47,-18.96  -17.01  -23.42
953,0.37,-29.93  -32.11  -32.27
954,0.43,-14.87  -25.40  -12.05
955,0.38,-32.20  -33.32  -29.58
956,0.55,-21.02  -26.25  -25.02
957,0.38,-33.54  -27.36  -23.34
958,0.58,-24.58  -17.01  -28.79
959,0.36,-21.79  -20.87  -21.29
960,0.34,-15.50  -15.34  -17.07
961,0.68,-19.82  -24.05  -28.34
962,0.70,-26.57  -25.23  -17.70
963,0.27,-28.47  -22.60  -29.39
964,0.36,-26.45  -27.04  -31.66
965,0.55,-33.99  -20.21  -16.10
966,0.66,-17.37  -27.88  -19.13
967,0.53,-28.57  -35.51  -39.48
968,0.65,-20.52  -25.17  -23.58
969,0.75,-17.86  -20.17  -27.04
970,0.59,-30.24  -31.57  -29.37
971,0.53,-23.69  -34.41  -27.11
972,0.40,-36.74  -32.63  -36.59
973,0.72,-28.76  -19.99  -11.79
974,0.35,-21.06  -18.10  -19.59
975,0.38,-27.98  -23.64  -20.67
976,0.77,-23.36  -36.21  -23.79
977,0.41,-22.36  -18.43  -27.76
978,0.62,-24.46  -25.71  -25.50
979,0.71,-29.78  0.00  -40.35
980,0.67,-19.17  -25.72  -24.81
981,0.69,-11.42  -27.70  -20.14
982,0.42,-26.18  -20.51  -22.71
983,0.56,-32.17  -18.32  -25.22
984,0.46,-29.12  -17.94  -29.12
985,0.43,-24.24  -26.84  -29.95
986,0.50,-20.76  -30.20  -27.28
987,0.26,-25.79  -27.08  -30.44
988,0.31,-29.31  -25.78  -29.37
989,0.60,-32.86  -20.75  -17.28
990,0.54,-40.74  -32.34  -29.68
991,0.64,-18.54  -22.96  -16.38
992,0.38,-20.58  -18.56  -29.96
993,0.46,-31.21  -30.62  -28.52
994,0.40,-31.33  -27.07  -26.08
995,0.63,-9.47  -23.00  -34.36
996,0.30,-31.19  -32.34  -33.35
997,0.60,-30.80  -26.95  -39.03
998,0.46,-24.12  -25.88  -17.66
999,0.58,-26.09  -27.25  -26.26
1000,0.31,-29.82  -30.36  -26.71
1001,0.46,-19.45  -20.65  -15.66
1002,0.35,-25.24  -34.35  -27.91
1003,0.59,-40.91  -29.96  -37.26
1004,0.55,-23.43  -17.67  -16.59
1005,0.79,-35.99  -33.14  -8.98
1006,0.39,-28.92  -30.70  -29.40
1007,0.59,-28.34  -35.84  -34.53
1008,0.32,-33.50  -35.69  -32.22
1009,0.29,-27.35  -23.40  -21.63
1010,0.50,-26.34  -24.53  -17.76
1011,0.54,-19.55  -20.63  -22.60
1012,0.42,-17.81  -21.80  -33.29
1013,0.77,-19.82  -24.92  -17.92
1014,0.43,-41.79  -31.77  -35.84
1015,0.57,-31.33  -33.94  -24.56
1016,0.45,-33.48  -18.42  -23.35
1017,0.46,-35.82  -27.97  -22.80
1018,0.49,-32.53  -22.22  -38.99
1019,0.77,-27.43  -32.27  -29.19
1020,0.29,-32.07  -32.10  -33.84
1021,0.45,-25.48  -22.87  -25.70
1022,0.32,-25.27  -24.52  -18.78
1023,0.36,-19.93  -22.02  -23.05
1024,0.39,-19.39  -19.96  -20.21
1025,0.58,-18.66  -21.22  -18.33
1026,0.32,-22.16  -25.41  -23.06
1027,0.37,-22.76  -23.58  -21.13
1028,0.39,-19.31  -18.72  -22.92
1029,0.45,-23.87  -34.06  -19.82
1030,0.31,-29.47  -33.76  -37.23
1031,0.73,-27.53  -27.55  -29.29
1032,0.82,-17.84  -20.53  -33.02
1033,0.51,-33.01  -28.05  -27.64
1034,0.31,-19.60  -21.06  -26.11
1035,0.29,-21.91  -21.49  -21.62
1036,0.59,-23.25  -26.82  -21.27
1037,0.74,-29.73  -21.11  -20.33
1038,0.48,-28.56  -27.61  -24.53
1039,0.30,-28.92  -16.94  -16.73
1040,0.39,-19.13  -19.22  -20.09
1041,0.32,-16.67  -18.16  -18.58
1042,0.70,-35.68  -21.16  -27.12
1043,0.64,-25.36  -26.25  -21.30
1044,0.37,-26.34  -28.90  -28.68
1045,0.45,-28.18  -27.80  -29.79
1046,0.71,-29.84  -36.41  -33.87
1047,0.31,-18.35  -29.25  -19.91
1048,0.30,-18.90  -20.30  -17.91
1049,0.30,-21.37  -24.21  -23.44
1050,0.30,-20.24  -14.95  -17.45
1051,0.43,-29.75  -26.87  -28.60
1052,0.39,-24.50  -32.73  -21.63
1053,0.84,-22.62  -28.43  -18.42
1054,0.40,-20.52  -17.06  -32.10
1055,0.60,-20.07  -19.42  -26.80
1056,0.31,-27.79  -31.11  -30.49
1057,0.72,-20.11  -29.68  -13.75
1058,0.49,-21.43  -21.51  -27.07
1059,0.40,-26.58  -23.01  -35.51
1060,0.43,-25.83  -24.91  -33.17
1061,0.32,-26.07  -29.75  -26.47
1062,0.63,-18.18  -23.51  -24.10
1063,0.62,-17.16  -18.81  -16.36
1064,0.31,-25.24  -34.12  -33.67
1065,0.33,-22.67  -25.92  -26.87
1066,0.54,-23.47  -29.57  -28.84
1067,0.57,-17.78  -18.60  -33.70
1068,0.42,-24.51  -25.83  -29.07
1069,0.45,-24.18  -24.80  -22.59
1070,0.65,-19.70  -20.35  -17.83
1071,0.79,-19.92  -30.08  -25.52
1072,0.28,-22.53  -26.11  -24.53
1073,0.45,-18.08  -22.41  -23.90
1074,0.63,-17.62  -23.73  -22.97
1075,0.38,-20.41  -22.00  -22.25
1076,0.43,-35.69  -27.91  -34.84
1077,0.49,-16.74  -18.68  -19.35
1078,0.76,-37.72  -30.17  -25.14
1079,0.34,-30.42  -28.47  -25.80
1080,0.35,-21.47  -23.29  -22.12
1081,0.53,-36.50  -25.19  -35.91
1082,0.43,-26.11  -22.38  -24.82
1083,0.36,-25.63  -22.85  -23.03
1084,0.49,-19.15  -24.42  -18.35
1085,0.52,-14.60  -21.75  -26.17
1086,0.40,-17.10  -18.92  -16.26
1087,0.27,-27.15  -25.68  -26.81
1088,0.51,-14.56  -23.26  -30.69
1089,0.35,-31.39  -31.13  -27.41
1090,0.48,-26.72  -22.86  -23.97
1091,0.65,-23.29  -19.23  -22.68
1092,0.47,-34.30  -27.95  -30.84
1093,0.48,-19.65  -26.09  -22.22
1094,0.61,-18.71  -18.25  -18.92
1095,0.30,-25.59  -24.20  -23.89
1096,0.29,-34.11  -38.27  -37.83
1097,0.42,-24.59  -24.03  -21.77
1098,0.74,-20.93  -18.71  -19.46
1099,0.36,-27.58  -21.66  -33.35
1100,0.32,-30.43  -25.95  -12.52
1101,0.74,-31.35  -24.09  -18.69
1102,0.72,-29.88  -31.06  -28.41
1103,0.63,-32.15  -35.76  -30.78
1104,0.58,-16.25  -17.54  -20.03
1105,0.58,-25.24  -29.12  -30.70
1106,0.42,-26.67  -23.63  -13.38
1107,0.30,-24.11  -20.18  -21.24
1108,0.71,-22.69  -29.77  -36.60
1109,0.31,-25.73  -21.76  -28.37
1110,0.28,-32.34  -25.76  -11.54
1111,0.38,-27.82  -25.86  -28.26
1112,0.37,-23.10  -26.69  -24.81
1113,0.32,-22.34  -20.11  -22.40
1114,0.36,-19.85  -19.05  -26.51
1115,0.56,-19.59  -28.55  -15.50
1116,0.49,-27.16  -23.09  -16.48
1117,0.49,-35.42  -17.31  -21.00
1118,0.42,-19.81  -31.52  -19.36
1119,0.33,-24.41  -23.58  -34.40
1120,0.32,-16.60  -22.17  -17.16
1121,0.34,-23.62  -32.07  -31.03
1122,0.52,-25.69  -23.86  -25.84
1123,0.63,-31.57  -38.56  -33.16
1124,0.64,-32.14  -26.88  -26.14
1125,0.31,-31.72  -29.75  -26.75
1126,0.60,-19.01  -18.30  -18.56
1127,0.36,-21.79  -17.77  -20.40
1128,0.54,-20.28  -20.75  -14.80
1129,0.39,-26.41  -30.61  -29.23
1130,0.31,-27.90  -40.64  -30.11
1131,0.55,-21.35  -25.96  -25.68
1132,0.34,-23.86  -20.38  -18.22
1133,0.37,-35.95  -30.84  -34.01
1134,0.71,-19.42  -21.29  -26.01
1135,0.32,-26.70  -16.02  -22.37
1136,0.36,-38.96  -24.92  -26.65
1137,0.45,-29.71  -24.87  -23.63
1138,0.39,-32.97  -29.35  -35.98
1139,0.28,-28.56  -37.09  -31.63
1140,0.66,-18.62  -21.09  -21.63
1141,0.47,-21.62  -30.10  -25.23
1142,0.38,-35.08  -32.88  -26.10
1143,0.57,-12.91  -21.49  -20.81
1144,0.63,-25.97  -17.25  -34.36
1145,0.42,-17.36  -18.33  -25.30
1146,0.36,-27.39  -21.92  -21.71
1147,0.66,-29.43  -25.36  -29.25
1148,0.49,-25.18  -27.61  -24.92
1149,0.57,-33.43  -16.14  -31.33
1150,0.50,-25.63  -24.11  -26.80
1151,0.46,-15.82  -30.12  -30.50
1152,0.38,-26.94  -36.92  -32.33
1153,0.69,-24.84  -30.34  -35.67
1154,0.26,-9.38  -22.39  -23.93
1155,0.48,-35.39  -16.10  -25.35
1156,0.50,-35.12  -25.02  -23.93
1157,0.47,-20.41  -27.00  -28.41
1158,0.71,-32.80  -24.19  -19.60
1159,0.41,-24.57  -29.64  -21.99
1160,0.52,-26.82  -30.87  -32.52
1161,0.27,-24.36  -33.00  -32.29
1162,0.72,-18.52  -34.32  -30.81
1163,0.82,-22.04  -13.85  -30.34
1164,0.32,-17.13  -20.95  -14.43
1165,0.31,-26.19  -23.22  -20.25
1166,0.40,-24.25  -20.99  -25.46
1167,0.49,-32.14  -27.70  -19.43
1168,0.45,-34.72  -28.39  -19.84
1169,0.64,-27.40  -26.87  -30.90
1170,0.74,-29.22  -16.54  -19.68
1171,0.44,-28.29  -35.89  -30.90
1172,0.32,-25.54  -21.00  -25.86
1173,0.46,-23.64  -16.65  -20.93
1174,0.71,-24.99  -29.64  -35.76
1175,0.43,-25.12  -22.15  -16.92
1176,0.32,-30.65  -27.86  -29.02
1177,0.30,-30.21  -27.58  -34.24
1178,0.40,-30.09  -33.21  -34.37
1179,0.72,-37.07  -28.88  -16.14
1180,0.64,-23.50  -32.09  -23.85
1181,0.33,-29.59  -22.77  -28.74
1182,0.65,-29.66  -32.84  -30.24
1183,0.82,-28.54  -23.83  -23.75
1184,0.43,-29.62  -29.67  -31.50
1185,0.70,-15.69  -27.03  -28.13
1186,0.52,-44.60  -29.68  -18.26
1187,0.68,-18.57  -32.78  -26.11
1188,0.65,-32.75  -23.45  -28.89
1189,0.36,-17.57  -22.90  -15.57
1190,0.57,-27.82  -23.08  -27.68
1191,0.40,-29.64  -26.41  -29.52
1192,0.72,-30.89  -26.82  -13.96
1193,0.45,-28.64  -34.27  -27.07
1194,0.53,-29.92  -28.32  -32.98
1195,0.42,-24.50  -23.12  -26.20
1196,0.58,-41.15  -19.42  -8.72
1197,0.36,-21.94  -29.18  -32.37
1198,0.59,-28.10  -22.68  -27.91
1199,0.38,-22.72  -23.50  -22.82
