id,epsilon,q_table
676,0.66,-13.76  0.00  -21.80
677,0.91,-17.64  0.00  -18.73
678,0.53,-7.61  -8.51  -17.19
679,0.76,-27.41  -10.54  0.00
680,0.59,-24.04  -18.57  -10.11
681,0.69,-11.64  -7.86  -25.33
682,0.71,-20.27  -9.70  -16.86
683,0.77,-28.58  -20.63  0.00
684,0.66,-12.62  -19.54  -12.67
685,0.76,-13.01  -14.54  -7.73
686,0.66,-8.35  -12.20  -14.98
687,0.52,-9.48  -20.28  -8.07
688,0.57,-14.24  -6.64  -9.60
689,0.50,-15.81  -14.10  -14.51
690,0.74,-23.72  -12.17  -13.66
691,0.71,-21.99  -22.24  -15.86
692,0.64,-9.60  -24.68  -10.63
693,0.62,-7.52  -14.16  -11.81
694,0.70,0.00  -11.48  -30.97
695,0.75,-10.24  -14.65  -25.28
696,0.66,-9.63  -7.91  -17.59
697,0.77,-15.55  -14.59  -12.05
698,0.65,-13.52  -21.14  -21.64
699,0.62,-16.97  -12.48  -7.60
700,0.84,-9.81  -14.35  -10.04
701,0.58,-10.17  -12.37  -25.91
702,0.81,-17.38  -16.03  -18.40
703,0.62,-12.13  -26.96  -16.71
704,0.66,-25.92  -8.61  -13.94
705,0.79,-11.77  -4.35  0.00
706,0.87,-12.46  -7.57  -9.31
707,0.74,-18.16  -24.27  -12.14
708,0.56,-18.21  -9.86  -15.05
709,0.69,0.00  -11.73  -22.56
710,0.58,-15.10  -23.15  -11.20
711,0.64,-29.85  -10.86  -11.31
712,0.67,-27.13  0.00  -23.15
713,0.53,-12.98  -12.17  -12.60
714,0.54,-6.81  -14.03  -8.82
715,0.79,-17.21  -16.64  -24.25
716,0.58,-16.90  -8.12  0.00
717,0.54,-9.56  -13.39  -6.84
718,0.84,-27.00  0.00  -9.06
719,0.81,-19.38  -11.87  -32.38
720,0.57,-18.88  -10.72  -10.80
721,0.63,-8.55  -17.84  -12.39
722,0.69,-5.22  -8.85  -9.38
723,0.70,-10.57  -17.72  -14.70
724,0.73,-19.58  -16.18  -17.82
725,0.66,-19.26  0.00  -10.64
726,0.68,-8.59  -26.98  -18.87
727,0.83,-17.64  -12.44  -33.12
728,0.62,-25.86  -15.26  -20.40
729,0.62,-25.13  0.00  -13.82
730,0.48,-16.21  0.00  -26.46
731,0.65,-14.74  -18.71  -7.72
732,0.48,-18.93  -18.69  -25.77
733,0.74,-17.35  -16.77  0.00
734,0.64,-26.71  -20.59  -20.04
735,0.73,-6.98  -13.80  -10.74
736,0.60,-23.60  -9.69  0.00
737,0.93,-19.81  -26.86  -18.43
738,0.66,-11.68  -10.11  -11.23
739,0.54,-15.73  -12.76  -13.16
740,0.85,-12.47  -9.76  -8.60
741,0.65,-14.26  -15.97  0.00
742,0.60,-8.09  -17.13  -10.38
743,0.58,-17.36  -17.37  -30.38
744,0.79,-15.59  -27.98  0.00
745,0.48,-10.19  -5.46  -6.74
746,0.78,-9.93  0.00  -17.55
747,0.49,-15.26  -10.98  -12.26
748,0.60,-29.60  0.00  -25.74
749,0.78,-8.67  -17.28  -11.64
750,0.71,-8.26  -9.17  -22.52
751,0.58,-28.87  -24.02  -24.61
752,0.56,-28.72  -10.81  -9.47
753,0.71,-9.57  0.00  -33.78
754,0.69,-21.21  -16.79  0.00
755,0.66,-20.23  -21.26  -21.59
756,0.64,-17.16  0.00  -18.25
757,0.65,-13.93  -26.16  -15.96
758,0.53,-10.06  -10.25  -14.13
759,0.66,-7.57  -25.85  -10.60
760,0.87,-26.61  0.00  0.00
761,0.65,-14.16  -13.71  -17.81
762,0.63,-20.98  -22.47  0.00
763,0.88,-15.87  -30.28  0.00
764,0.52,-8.14  -20.01  -15.44
765,0.68,-7.68  -8.71  -11.38
766,0.65,-18.47  0.00  -16.95
767,0.66,-11.25  -11.33  -14.12
768,0.61,0.00  -15.65  -37.31
769,0.47,-7.09  -16.80  -9.15
770,0.50,-16.01  0.00  -16.71
771,0.79,-11.14  0.00  -29.85
772,0.87,-7.99  0.00  -22.84
773,0.74,0.00  -18.49  -5.85
774,0.73,-9.70  -7.74  -10.51
775,0.55,-25.00  0.00  -21.56
776,0.49,-23.82  -13.68  -19.56
777,0.49,-24.36  -9.00  -10.29
778,0.74,-16.47  -24.35  -9.01
779,0.86,0.00  -20.12  -12.67
780,0.50,-11.10  -22.66  -13.77
781,0.65,-13.85  -9.83  -7.22
782,0.52,-10.13  -15.40  -29.23
783,0.64,0.00  -7.28  -21.81
784,0.77,-11.39  0.00  -20.80
785,0.74,-20.87  0.00  -19.54
786,0.66,-12.55  -10.17  -9.92
787,0.71,-25.98  -21.50  -15.77
788,0.64,0.00  -18.35  -37.06
789,0.70,0.00  -8.98  -31.48
790,0.75,-16.07  -9.59  -10.15
791,0.68,-21.23  -30.21  -24.22
792,0.74,-16.70  -23.12  -19.33
793,0.48,-15.60  -20.90  -14.74
794,0.51,-17.71  -13.23  -30.28
795,0.68,-12.30  -20.58  -15.10
796,0.72,-7.42  -12.79  -25.94
797,0.60,0.00  -23.98  -22.32
798,0.58,-12.12  -20.69  -16.93
799,0.84,-20.21  -14.33  -9.32
800,0.55,-6.24  -5.54  -15.62
801,0.82,-17.71  -15.82  -9.18
802,0.65,-15.82  -18.29  -9.28
803,0.79,0.00  -9.70  -26.07
804,0.67,-26.44  -9.95  0.00
805,0.64,-22.21  -13.63  -17.39
806,0.62,-10.70  -17.92  0.00
807,0.74,-9.80  -10.01  -9.21
808,0.73,-25.04  -22.43  -19.38
809,0.64,-7.89  -5.34  -14.12
810,0.79,-10.39  -6.83  -10.29
811,0.68,-10.81  -13.99  -8.02
812,0.70,-20.96  -25.71  -17.60
813,0.66,-21.52  -12.43  -18.09
814,0.83,-8.12  -15.06  0.00
815,0.67,-10.67  -14.56  0.00
816,0.61,-29.68  0.00  0.00
817,0.66,0.00  0.00  -28.98
818,0.74,0.00  -23.69  -19.07
819,0.78,-22.70  -23.80  0.00
820,0.76,-11.54  -25.53  -9.98
821,0.65,-10.27  -10.02  -11.95
822,0.70,-16.99  -16.62  0.00
823,0.67,-15.81  -14.69  -14.37
824,0.53,-8.42  -23.64  -18.99
825,0.84,-23.03  0.00  0.00
826,0.63,-8.46  -13.46  -5.16
827,0.65,0.00  -24.76  -21.66
828,0.63,-31.13  0.00  -22.09
829,0.65,-14.40  -15.15  -27.90
830,0.78,-16.95  0.00  -23.02
831,0.71,-16.91  -28.77  -12.93
832,0.80,-12.76  -5.49  -6.63
833,0.61,-12.30  -12.56  -14.63
834,0.60,-19.63  -13.49  -14.14
835,0.54,-11.04  -11.22  -20.68
836,0.61,-10.29  -23.99  -11.44
837,0.65,-18.68  0.00  -21.14
838,0.85,-22.45  -17.37  -23.55
839,0.85,0.00  -19.54  -10.07
840,0.76,-20.57  -17.36  0.00
841,0.58,-12.86  -13.47  -9.77
842,0.61,-10.55  -5.13  -17.16
843,0.61,-14.20  -20.18  -11.40
844,0.60,0.00  -14.15  -18.54
845,0.84,-11.31  -19.64  -14.41
846,0.63,-17.07  -16.21  -16.07
847,0.78,-10.39  -16.11  -9.82
848,0.68,-20.13  -22.68  0.00
849,0.70,-7.30  0.00  -30.69
850,0.79,-30.63  0.00  -22.27
851,0.58,-14.05  -9.67  -12.79
852,0.49,-20.56  -15.53  -11.96
853,0.58,-22.39  -27.88  0.00
854,0.88,-24.41  -18.16  -10.06
855,0.53,-9.04  -27.01  -12.73
856,0.47,-10.02  -14.72  -14.44
857,0.62,-24.83  -10.40  -17.60
858,0.53,-4.60  -6.05  -14.44
859,0.70,-9.10  -22.20  -7.59
860,0.75,-19.63  -20.65  0.00
861,0.76,-8.52  -15.19  -23.42
862,0.90,-10.44  0.00  -19.52
863,0.52,-6.45  -5.90  -12.88
864,0.68,-16.47  -16.36  -13.64
865,0.63,-21.14  -20.54  -9.94
866,0.87,-21.22  -28.46  0.00
867,0.71,-8.85  -22.16  0.00
868,0.74,0.00  -9.27  -13.97
869,0.62,-20.11  -23.12  -19.47
870,0.84,-17.15  -8.48  -11.78
871,0.63,-16.21  -10.35  -7.48
872,0.48,-16.63  -22.10  -13.38
873,0.72,-23.99  0.00  -14.30
874,0.65,-9.80  -15.19  -20.28
875,0.63,-7.33  0.00  -17.53
876,0.70,-6.82  -16.89  -7.97
877,0.78,-12.47  -21.35  -9.17
878,0.65,-12.66  -8.80  -25.08
879,0.57,-22.28  -8.08  -9.06
880,0.73,-13.55  -19.27  -12.22
881,0.73,-6.66  -13.22  -6.21
882,0.64,-22.24  -22.67  -20.19
883,0.69,-22.24  -32.36  -21.73
884,0.70,-18.33  -11.75  -17.44
885,0.60,-11.04  -17.73  -11.31
886,0.61,-20.03  0.00  -23.24
887,0.82,-16.88  -13.61  0.00
888,0.82,-34.17  -12.81  0.00
889,0.63,-7.72  -25.76  -8.67
890,0.73,-27.41  -13.71  0.00
891,0.81,-10.08  -7.30  -15.21
892,0.82,-12.89  -17.83  -12.05
893,0.66,-18.77  0.00  -19.78
894,0.77,-13.62  -9.55  0.00
895,0.67,-9.50  -10.66  -14.35
896,0.62,-25.39  -13.66  -16.41
897,0.65,-6.60  -8.12  -7.45
898,0.55,-16.16  -5.91  -7.32
899,0.67,-17.76  -19.33  0.00
900,0.58,-14.60  -8.73  -8.92
901,0.63,-16.99  -12.13  -10.29
902,0.50,-24.79  0.00  0.00
903,0.53,-8.71  -10.47  -17.31
904,0.59,-32.36  0.00  -13.41
905,0.70,-11.63  0.00  -29.52
906,0.56,-23.56  0.00  -16.41
907,0.67,-28.50  -20.52  0.00
908,0.62,-11.40  -17.69  -13.52
909,0.67,-19.89  -14.92  -18.28
910,0.72,-26.01  -12.55  -21.32
911,0.88,-13.36  -29.89  -18.51
912,0.70,-28.92  0.00  -27.18
913,0.53,-20.01  -19.31  0.00
914,0.61,-8.50  -14.48  -12.65
915,0.81,-30.97  -10.61  -14.64
916,0.79,-22.82  -18.22  0.00
917,0.60,-11.84  -16.99  -11.02
918,0.62,-9.03  -16.40  0.00
919,0.56,-16.02  -19.55  0.00
920,0.69,-21.29  0.00  -18.79
921,0.66,0.00  -33.81  -11.57
922,0.74,-13.90  -14.12  -14.04
923,0.73,-11.20  -10.26  -21.00
924,0.54,-21.13  -10.41  -14.81
925,0.65,-16.32  -17.59  -17.31
926,0.68,-17.05  -10.81  -18.49
927,0.82,-12.91  -22.06  -12.05
928,0.62,-13.72  -20.46  -20.17
929,0.60,0.00  -33.62  -16.19
930,0.76,-9.28  -12.81  -12.45
931,0.77,-19.99  0.00  -31.28
932,0.54,-30.36  -17.85  -22.70
933,0.53,-18.15  -10.96  -21.33
934,0.85,-13.58  -5.73  -12.24
935,0.62,-26.29  -7.45  -7.15
936,0.63,-21.39  -19.09  0.00
937,0.70,-14.63  -22.08  -12.93
938,0.75,-18.91  0.00  -24.07
939,0.55,-23.24  -10.73  -16.26
940,0.64,-14.06  -8.92  -8.79
941,0.82,-9.22  -17.86  -11.33
942,0.74,0.00  -26.45  -16.64
943,0.60,-10.45  -9.84  -20.80
944,0.54,-26.44  0.00  -14.87
945,0.67,-17.96  -22.06  -17.22
946,0.71,-20.43  -13.29  -14.74
947,0.51,0.00  -13.34  -14.33
948,0.64,-17.26  -11.65  -28.98
949,0.72,-23.59  -18.19  -16.74
950,0.64,-17.88  -19.45  -27.44
951,0.58,-14.88  -25.94  -15.71
952,0.62,-11.15  -5.86  -8.98
953,0.67,-25.39  -11.45  -21.81
954,0.66,-6.34  -6.13  -12.05
955,0.59,-19.41  -19.05  -20.89
956,0.78,-8.24  -10.04  -11.77
957,0.65,0.00  -20.74  -26.20
958,0.69,0.00  -14.87  -22.18
959,0.55,-8.36  -10.00  -17.88
960,0.53,-11.94  -6.96  -7.63
961,0.72,-19.82  0.00  -14.93
962,0.86,-22.80  -17.49  0.00
963,0.50,-29.01  0.00  -14.11
964,0.61,-16.04  -9.78  -17.33
965,0.64,-26.20  -15.67  0.00
966,0.79,-17.37  -8.83  -6.72
967,0.66,-35.49  -14.37  -19.37
968,0.70,-16.83  -20.50  0.00
969,0.81,-12.73  -9.51  -9.86
970,0.76,-30.04  -11.96  -16.83
971,0.71,-23.69  -8.10  -9.38
972,0.66,-20.59  -18.35  -17.95
973,0.82,-12.29  -6.04  -5.84
974,0.62,-6.77  -7.01  -12.56
975,0.63,-20.56  -7.99  -15.59
976,0.89,0.00  -24.48  -10.70
977,0.65,-10.03  -8.38  -9.26
978,0.73,-16.73  -23.44  0.00
979,0.83,-14.15  0.00  -22.71
980,0.84,-10.18  -18.51  0.00
981,0.80,-5.59  -9.80  -13.59
982,0.60,-5.30  -19.91  -9.08
983,0.66,-21.40  -13.30  -12.44
984,0.70,-7.61  -13.43  -14.20
985,0.69,-16.19  -15.36  -10.95
986,0.73,-14.13  -17.25  -8.60
987,0.48,-25.79  0.00  -31.88
988,0.55,0.00  0.00  -24.55
989,0.78,-6.03  -13.36  -17.28
990,0.73,-15.45  -18.76  -21.41
991,0.80,-18.54  -11.13  0.00
992,0.58,-12.89  0.00  -17.81
993,0.66,-15.89  -10.25  -30.38
994,0.66,-14.02  -12.87  -17.93
995,0.68,0.00  -14.86  -22.73
996,0.50,-16.23  -17.60  -15.96
997,0.79,0.00  -20.43  -36.12
998,0.71,-12.50  -23.72  0.00
999,0.79,-14.46  -8.43  -27.89
1000,0.56,-9.99  -21.13  -17.50
1001,0.68,-16.61  -6.12  -6.83
1002,0.58,-26.62  0.00  -18.94
1003,0.75,-21.75  0.00  -28.98
1004,0.66,-19.14  -8.82  0.00
1005,0.88,-18.72  -33.14  0.00
1006,0.59,-24.41  -16.96  -16.48
1007,0.76,-15.86  -21.25  -24.97
1008,0.58,-24.72  -11.95  -12.60
1009,0.53,-17.26  -10.74  -8.29
1010,0.64,-6.36  -15.74  -6.15
1011,0.76,-15.64  -6.84  -8.10
1012,0.66,0.00  0.00  -27.99
1013,0.89,0.00  -15.29  -15.14
1014,0.59,-23.67  -14.54  -22.12
1015,0.69,-25.81  -14.55  -10.94
1016,0.66,-17.17  -12.24  -16.59
1017,0.68,-23.54  -15.70  0.00
1018,0.70,-16.03  0.00  -32.26
1019,0.87,-11.67  -12.38  -29.11
1020,0.52,-32.07  -22.03  0.00
1021,0.66,-15.99  -19.78  -19.92
1022,0.58,-17.71  -8.88  -7.79
1023,0.60,-17.26  0.00  -21.92
1024,0.58,-8.04  -14.10  -6.42
1025,0.79,0.00  -5.77  -18.33
1026,0.57,-7.16  -10.92  -14.50
1027,0.65,-13.12  -23.02  0.00
1028,0.56,-16.72  -10.86  -7.45
1029,0.71,-9.94  -13.96  -16.11
1030,0.58,-9.73  -24.33  -14.59
1031,0.87,-17.74  -27.55  0.00
1032,0.88,-5.79  0.00  -24.00
1033,0.69,-12.15  -14.16  -17.29
1034,0.54,-14.46  -11.66  -16.56
1035,0.52,-9.32  -6.73  -15.96
1036,0.70,-17.65  -14.73  0.00
1037,0.86,-19.52  -12.18  -11.86
1038,0.61,-9.56  0.00  -24.53
1039,0.53,-6.91  -9.39  -7.13
1040,0.66,-15.05  -5.71  -6.33
1041,0.58,-12.17  -6.65  -8.86
1042,0.79,-9.25  -15.86  -13.15
1043,0.73,-22.20  -9.84  -9.55
1044,0.61,-10.46  -14.63  -24.65
1045,0.68,-20.58  -7.81  -14.56
1046,0.81,-12.95  -27.76  0.00
1047,0.57,-11.97  -23.12  -9.66
1048,0.51,-16.01  -10.72  0.00
1049,0.54,-14.86  -19.72  0.00
1050,0.51,-4.47  -8.05  -9.05
1051,0.67,-12.53  -17.97  0.00
1052,0.59,-12.26  -22.77  -13.24
1053,0.92,-8.10  -16.77  -5.87
1054,0.58,-5.67  -8.41  -18.65
1055,0.78,0.00  -19.42  -15.28
1056,0.55,-20.06  -27.30  -15.71
1057,0.84,-18.21  -8.94  -6.76
1058,0.68,-21.43  0.00  -10.98
1059,0.61,-25.28  -20.70  -17.35
1060,0.68,-12.98  -10.36  -25.32
1061,0.56,0.00  -14.56  -26.47
1062,0.76,-12.64  0.00  -19.09
1063,0.73,-10.40  -8.07  -9.27
1064,0.55,-11.47  -14.98  -25.46
1065,0.61,-20.52  -26.74  0.00
1066,0.65,-15.88  -24.02  -8.65
1067,0.67,0.00  -12.47  -22.33
1068,0.69,-15.89  -13.80  -24.42
1069,0.59,-13.03  -15.82  -14.06
1070,0.74,-17.10  -10.44  -8.16
1071,0.89,-12.16  -21.15  -14.67
1072,0.52,-7.23  -19.14  -7.61
1073,0.67,-15.61  -9.71  -8.92
1074,0.68,-8.27  -19.14  0.00
1075,0.55,-16.25  -9.57  -10.64
1076,0.60,-28.19  -13.75  -19.32
1077,0.68,-8.55  -13.29  -8.38
1078,0.83,-27.33  -12.84  -17.75
1079,0.53,-14.42  -14.52  -15.57
1080,0.65,-12.80  -5.62  -10.24
1081,0.77,-30.60  -11.57  0.00
1082,0.67,-16.54  -18.72  -18.00
1083,0.57,-11.08  -13.12  -18.74
1084,0.64,-9.91  -8.32  -11.64
1085,0.64,-6.45  -17.01  -13.71
1086,0.69,-12.88  -14.93  0.00
1087,0.51,-8.98  -16.45  -16.74
1088,0.76,-11.68  -7.45  -18.99
1089,0.63,-21.71  -20.66  -27.41
1090,0.74,-18.58  0.00  -11.51
1091,0.83,-17.55  -15.75  0.00
1092,0.60,-16.76  -15.38  -14.36
1093,0.67,-11.34  -11.77  -7.03
1094,0.75,-12.74  -17.36  0.00
1095,0.55,-14.33  -24.85  -10.55
1096,0.54,-21.39  -22.95  -15.27
1097,0.67,-10.30  -21.69  -8.26
1098,0.88,-15.51  -9.69  -9.38
1099,0.57,-26.75  0.00  -16.40
1100,0.60,-13.10  -8.69  -12.52
1101,0.82,-28.37  -9.43  -11.92
1102,0.85,-29.88  -16.62  0.00
1103,0.82,-17.20  -14.90  -32.58
1104,0.69,-9.09  0.00  -17.61
1105,0.74,-27.28  -16.51  -11.32
1106,0.62,-21.01  -7.93  0.00
1107,0.54,-13.95  -11.09  -5.87
1108,0.84,-23.51  0.00  -23.84
1109,0.57,-11.61  -11.01  -15.35
1110,0.51,-22.49  -7.16  0.00
1111,0.56,-16.12  -15.50  -13.80
1112,0.56,-10.69  -13.91  -13.58
1113,0.57,-11.45  -14.09  -10.01
1114,0.59,-11.84  -13.74  -5.98
1115,0.69,-17.30  -20.25  0.00
1116,0.74,-20.57  -8.35  -5.70
1117,0.64,-17.07  -10.23  -10.11
1118,0.66,-13.49  -16.63  -7.20
1119,0.62,0.00  -9.32  -34.40
1120,0.53,-9.10  -6.34  -14.33
1121,0.62,-17.59  -13.18  -14.45
1122,0.65,-21.64  -14.62  -23.16
1123,0.69,-18.77  -22.08  -26.43
1124,0.81,-18.46  -26.88  -20.47
1125,0.53,-9.14  -18.06  -15.23
1126,0.75,-6.77  -12.94  -6.66
1127,0.66,-13.18  -5.92  -10.81
1128,0.75,-13.58  -10.05  0.00
1129,0.65,-8.01  -16.19  -20.85
1130,0.52,-22.28  -14.87  -10.81
1131,0.71,-11.69  -19.11  -14.37
1132,0.58,-24.60  0.00  -9.58
1133,0.55,-17.62  -25.50  0.00
1134,0.79,0.00  -21.29  -20.12
1135,0.55,-10.76  -16.02  -5.91
1136,0.61,-16.35  -18.49  -26.65
1137,0.70,-9.33  -22.39  -13.71
1138,0.57,-8.45  -29.35  -9.95
1139,0.49,-18.40  -28.47  -15.53
1140,0.71,-11.30  -13.63  -7.05
1141,0.60,0.00  -14.97  -25.90
1142,0.61,-26.36  -22.49  -10.24
1143,0.74,-9.35  -16.39  -8.09
1144,0.70,-7.32  -8.41  -21.64
1145,0.63,-7.46  -12.96  -9.63
1146,0.55,-13.07  -18.05  -10.06
1147,0.82,-15.37  -9.71  -28.13
1148,0.63,-14.62  -13.72  -19.77
1149,0.66,-8.16  -13.50  -24.34
1150,0.69,-7.85  -16.04  -8.53
1151,0.61,-15.82  -17.90  -14.68
1152,0.64,-19.06  -29.41  0.00
1153,0.83,-12.80  -22.01  -31.13
1154,0.47,-9.38  -9.51  -8.17
1155,0.73,-33.80  -16.10  0.00
1156,0.70,0.00  -16.16  -23.42
1157,0.62,-17.13  -12.12  -7.85
1158,0.78,-13.31  -15.02  -11.63
1159,0.68,-16.60  -9.02  -21.66
1160,0.66,-9.38  -20.70  -20.85
1161,0.49,-20.06  -23.12  0.00
1162,0.85,-18.52  -11.23  -9.00
1163,0.90,0.00  -11.13  -23.60
1164,0.57,-14.05  -7.16  -5.27
1165,0.51,-11.24  -7.99  -15.58
1166,0.59,-7.90  -8.95  -18.71
1167,0.64,-11.62  -29.11  0.00
1168,0.60,-25.39  -14.49  -9.69
1169,0.70,-9.09  0.00  -30.90
1170,0.83,-9.77  -16.54  -8.36
1171,0.59,-21.56  -17.97  -30.90
1172,0.55,-15.81  0.00  -18.76
1173,0.69,0.00  -16.65  -4.72
1174,0.82,0.00  -17.20  -33.38
1175,0.71,-11.73  0.00  -12.93
1176,0.60,-21.53  -16.32  -19.92
1177,0.53,-14.83  -24.89  -14.23
1178,0.60,-16.95  -19.86  -28.48
1179,0.77,-11.57  -22.18  -9.46
1180,0.72,-22.21  -14.62  0.00
1181,0.56,-23.73  -21.44  -13.47
1182,0.73,-12.31  -11.36  -27.73
1183,0.88,-17.17  0.00  -22.54
1184,0.68,-14.55  -17.22  -15.61
1185,0.81,-7.26  -17.31  -10.87
1186,0.67,-36.96  -22.13  0.00
1187,0.78,-18.57  -20.75  -15.91
1188,0.74,-16.97  -9.32  -16.94
1189,0.55,-5.11  -15.33  -5.56
1190,0.64,-15.20  -6.75  -13.20
1191,0.65,-33.64  0.00  0.00
1192,0.85,-19.11  -7.68  -7.48
1193,0.60,-23.59  -12.43  -12.08
1194,0.67,-9.79  -12.25  -21.87
1195,0.65,0.00  -15.59  -26.54
1196,0.71,-17.39  -7.35  -8.72
1197,0.64,-12.11  -12.59  -18.10
1198,0.80,-14.53  -15.24  -10.45
1199,0.57,-19.33  -10.73  -11.19
