id,epsilon,q_table
666,0.63,-24.23  -26.09  -22.21
667,0.43,-23.50  -17.46  -23.01
668,0.40,-20.97  -25.66  -26.57
669,0.47,-21.43  -18.83  -19.45
670,0.70,-31.86  -29.25  -14.29
671,0.64,-15.55  -28.49  -21.34
672,0.69,-22.18  -21.31  -24.95
673,0.47,-28.83  -28.04  -25.50
674,0.73,-16.62  -19.04  -19.08
675,0.60,-19.83  -18.11  -16.94
676,0.55,-21.48  -26.16  -29.01
677,0.84,-36.86  0.00  -32.95
678,0.35,-17.71  -8.51  -29.87
679,0.66,-28.79  -10.54  -27.72
680,0.44,-33.89  -30.51  -28.99
681,0.49,-25.37  -21.39  -25.33
682,0.54,-34.78  -25.55  -29.44
683,0.64,-28.58  -33.86  -17.59
684,0.51,-25.91  -19.54  -18.24
685,0.64,-17.93  -22.45  -18.79
686,0.45,-18.40  -21.69  -23.24
687,0.38,-17.34  -26.75  -14.54
688,0.40,-22.16  -16.09  -16.15
689,0.34,-27.96  -24.65  -21.71
690,0.58,-23.72  -28.05  -21.64
691,0.65,-25.58  -22.24  -32.78
692,0.53,-21.26  -30.77  -10.63
693,0.50,-24.09  -14.16  -14.19
694,0.65,-10.03  -16.49  -29.55
695,0.64,-17.26  -34.58  -26.22
696,0.46,-20.95  -11.04  -20.95
697,0.60,-25.30  -17.00  -15.63
698,0.46,-17.48  -21.14  -34.92
699,0.45,-20.76  -12.48  -26.81
700,0.76,-16.20  -14.35  -24.09
701,0.48,-27.17  -30.16  -25.91
702,0.75,-32.65  -27.84  -18.40
703,0.45,-27.40  -26.96  -27.48
704,0.61,-33.79  -22.58  -20.08
705,0.64,-17.31  -8.95  -13.18
706,0.82,-12.46  -21.50  -18.86
707,0.69,-27.97  -33.42  -22.43
708,0.42,-25.83  -24.67  -31.42
709,0.66,-21.43  -18.57  -23.87
710,0.43,-23.68  -30.54  -24.38
711,0.50,-31.40  -24.16  -26.28
712,0.62,-31.15  -14.96  -29.53
713,0.40,-18.05  -18.90  -26.64
714,0.36,-14.01  -21.49  -15.60
715,0.70,-24.09  -26.20  -32.78
716,0.40,-19.08  -15.99  -14.19
717,0.41,-14.09  -21.62  -19.31
718,0.78,-37.57  -9.75  -9.06
719,0.74,-29.73  -29.44  -38.16
720,0.37,-20.86  -25.15  -21.59
721,0.44,-28.42  -23.07  -23.35
722,0.50,-13.30  -17.28  -16.24
723,0.52,-17.54  -25.52  -26.07
724,0.59,-26.11  -28.91  -25.37
725,0.54,-26.18  -7.73  -13.32
726,0.58,-35.26  -26.98  -32.54
727,0.74,-27.11  -18.02  -39.65
728,0.46,-26.13  -19.30  -29.85
729,0.44,-25.74  -24.66  -23.85
730,0.32,-27.30  -29.74  -26.46
731,0.49,-25.58  -27.59  -21.91
732,0.32,-28.74  -35.38  -25.77
733,0.68,-24.94  -18.17  -17.50
734,0.56,-26.71  -26.80  -28.71
735,0.65,-19.45  -13.80  -16.90
736,0.45,-24.85  -28.44  -17.26
737,0.89,-30.59  -33.19  -23.62
738,0.59,-20.85  -18.66  -23.65
739,0.38,-25.58  -20.14  -21.27
740,0.75,-22.08  -18.98  -16.99
741,0.47,-19.07  -21.49  -14.54
742,0.41,-20.44  -17.13  -18.24
743,0.39,-32.56  -33.47  -30.38
744,0.76,-33.47  -27.98  -19.25
745,0.32,-15.09  -10.96  -18.55
746,0.73,-14.74  -18.36  -22.49
747,0.33,-22.42  -25.11  -18.43
748,0.50,-29.60  -31.46  -31.54
749,0.62,-18.67  -26.72  -18.06
750,0.53,-26.09  -20.91  -25.37
751,0.45,-28.87  -26.53  -32.60
752,0.39,-35.49  -20.21  -16.93
753,0.51,-22.35  -18.60  -33.78
754,0.52,-21.21  -25.35  -31.51
755,0.52,-30.74  -33.33  -26.74
756,0.48,-18.24  -30.42  -18.25
757,0.54,-24.96  -33.40  -29.73
758,0.37,-14.62  -21.09  -20.94
759,0.57,-17.09  -26.59  -21.67
760,0.78,-35.23  -16.53  0.00
761,0.54,-32.66  -16.77  -17.81
762,0.48,-28.27  -25.98  -10.73
763,0.81,-26.85  -29.53  -12.43
764,0.38,-13.43  -27.89  -24.73
765,0.54,-20.92  -12.52  -18.36
766,0.44,-27.09  -11.89  -16.95
767,0.47,-15.50  -20.29  -18.50
768,0.48,-25.78  -27.51  -34.96
769,0.31,-15.18  -16.80  -26.12
770,0.35,-16.01  -17.25  -23.58
771,0.67,-23.80  -16.71  -33.11
772,0.76,-19.83  -22.98  -30.88
773,0.59,-16.83  -24.62  -16.24
774,0.68,-18.33  -19.38  -18.34
775,0.42,-32.42  -19.73  -21.56
776,0.33,-23.82  -20.00  -34.20
777,0.33,-31.15  -25.47  -14.86
778,0.65,-16.47  -35.89  -29.13
779,0.82,0.00  -21.56  -29.21
780,0.34,-23.26  -28.03  -26.40
781,0.59,-20.31  -15.95  -18.12
782,0.38,-33.07  -22.29  -36.12
783,0.54,-19.09  -13.36  -21.81
784,0.72,-20.34  -18.15  -20.80
785,0.66,-20.87  -25.42  -23.68
786,0.47,-21.69  -22.13  -19.95
787,0.56,-25.98  -28.43  -28.63
788,0.44,-15.96  -18.35  -30.72
789,0.50,-23.91  -24.87  -31.48
790,0.66,-21.59  -15.06  -25.49
791,0.52,-28.00  -30.21  -37.64
792,0.68,-20.52  -28.12  -32.92
793,0.33,-19.59  -27.53  -25.18
794,0.37,-25.61  -30.18  -30.28
795,0.52,-25.28  -32.10  -24.94
796,0.52,-13.24  -23.35  -34.00
797,0.52,-34.51  -25.80  -22.32
798,0.41,-25.70  -20.56  -23.66
799,0.80,-20.21  -27.23  -20.88
800,0.38,-15.95  -16.52  -15.62
801,0.73,-17.71  -30.69  -19.85
802,0.46,-27.38  -24.03  -23.53
803,0.72,-23.75  -23.85  -26.07
804,0.49,-32.48  -28.47  -20.28
805,0.45,-25.67  -18.56  -22.87
806,0.46,-16.56  -22.31  -15.59
807,0.60,-16.50  -22.16  -17.78
808,0.59,-37.37  -22.43  -32.92
809,0.47,-10.66  -11.13  -18.82
810,0.66,-17.66  -12.95  -14.98
811,0.57,-17.94  -13.99  -27.43
812,0.65,-23.89  -35.47  -25.61
813,0.46,-35.41  -22.39  -21.29
814,0.78,-26.50  -15.06  0.00
815,0.51,-23.28  -14.56  -15.18
816,0.41,-35.39  -18.25  -31.68
817,0.47,-26.19  -13.88  -28.98
818,0.58,-23.91  -25.95  -19.07
819,0.74,-30.79  -30.41  -18.34
820,0.63,-22.65  -35.47  -25.74
821,0.47,-12.81  -25.31  -11.95
822,0.54,-24.58  -20.35  -14.68
823,0.47,-18.83  -21.52  -19.33
824,0.35,-21.34  -23.64  -28.90
825,0.76,-22.37  -12.93  -11.22
826,0.55,-18.97  -15.22  -17.35
827,0.46,-23.53  -24.76  -35.88
828,0.43,-37.07  -22.23  -27.99
829,0.53,-32.92  -22.50  -27.90
830,0.73,-21.02  -29.42  -23.02
831,0.60,-33.34  -30.08  -21.03
832,0.76,-21.20  -15.88  -6.63
833,0.48,-16.04  -22.49  -19.94
834,0.51,-26.03  -26.60  -20.37
835,0.39,-28.96  -29.15  -20.68
836,0.50,-31.71  -23.99  -24.18
837,0.56,-28.04  -18.62  -29.12
838,0.78,-34.08  -32.11  -28.75
839,0.79,-12.67  -28.73  -10.07
840,0.68,-24.32  -20.80  -13.45
841,0.46,-21.40  -16.36  -19.04
842,0.41,-20.88  -10.95  -22.49
843,0.51,-22.14  -26.34  -19.90
844,0.43,-16.61  -25.83  -25.75
845,0.76,-23.65  -28.35  -25.43
846,0.44,-27.07  -19.00  -32.46
847,0.66,-18.28  -26.06  -21.41
848,0.65,-28.32  -29.51  -27.21
849,0.53,-26.04  -23.40  -30.69
850,0.74,-30.63  -26.88  -32.06
851,0.45,-21.42  -17.85  -20.52
852,0.34,-25.35  -25.93  -26.47
853,0.39,-32.85  -27.88  -29.05
854,0.80,-22.64  -20.36  -29.86
855,0.36,-27.16  -27.01  -27.39
856,0.31,-24.02  -23.30  -22.85
857,0.55,-28.19  -25.35  -30.03
858,0.35,-15.69  -20.70  -14.44
859,0.62,-20.05  -27.07  -7.59
860,0.68,-21.58  -20.65  -29.38
861,0.68,-23.26  -18.38  -28.99
862,0.85,-16.48  0.00  -24.06
863,0.38,-9.70  -19.53  -18.66
864,0.49,-16.47  -16.36  -37.49
865,0.48,-39.20  -20.54  -22.22
866,0.83,-25.49  -26.31  -11.93
867,0.54,-21.12  -28.38  -10.56
868,0.57,-4.64  -16.35  -23.53
869,0.54,-22.49  -32.70  -35.52
870,0.80,-17.15  -22.83  -23.56
871,0.45,-18.75  -22.10  -7.48
872,0.33,-28.27  -30.56  -21.02
873,0.58,-29.43  -19.07  -22.67
874,0.46,-15.26  -24.61  -22.17
875,0.48,-11.77  -17.52  -17.53
876,0.51,-18.37  -23.92  -16.07
877,0.61,-25.37  -26.86  -17.44
878,0.44,-30.66  -8.80  -37.33
879,0.43,-36.90  -19.11  -22.30
880,0.55,-13.55  -23.06  -24.83
881,0.54,-13.95  -18.85  -12.71
882,0.44,-26.08  -28.36  -30.42
883,0.50,-26.99  -32.36  -36.50
884,0.64,-18.33  -29.92  -28.38
885,0.48,-15.85  -17.73  -20.50
886,0.40,-22.61  -20.96  -23.24
887,0.77,-17.82  -24.27  -5.88
888,0.77,-36.46  -23.71  -21.48
889,0.43,-20.00  -25.76  -27.65
890,0.58,-27.41  -22.45  -20.39
891,0.69,-18.43  -19.51  -24.33
892,0.74,-12.89  -17.83  -32.36
893,0.58,-19.89  -14.77  -19.78
894,0.61,-13.62  -18.73  -13.02
895,0.49,-23.57  -13.51  -19.44
896,0.45,-26.18  -25.41  -30.48
897,0.54,-22.75  -11.24  -7.45
898,0.39,-16.16  -15.51  -17.59
899,0.50,-18.80  -31.17  -18.27
900,0.41,-18.70  -19.47  -12.25
901,0.47,-16.99  -21.96  -27.79
902,0.34,-24.79  -16.53  -13.47
903,0.40,-23.80  -16.83  -17.31
904,0.50,-32.36  -27.29  -22.74
905,0.58,-16.31  -21.81  -26.90
906,0.39,-23.56  -19.21  -19.02
907,0.52,-28.50  -25.30  -23.96
908,0.55,-25.81  -17.69  -16.18
909,0.59,-26.66  -26.59  -18.28
910,0.67,-26.01  -25.57  -22.13
911,0.82,-27.76  -36.40  -22.86
912,0.56,-29.45  -20.74  -29.14
913,0.35,-22.17  -20.45  -20.93
914,0.44,-29.35  -14.48  -16.61
915,0.77,-30.97  -25.81  -28.89
916,0.73,-26.23  -27.28  0.00
917,0.46,-20.61  -24.16  -14.41
918,0.51,-15.28  -16.40  -16.48
919,0.37,-24.89  -27.31  -23.97
920,0.56,-21.29  -14.08  -23.62
921,0.45,-23.90  -33.81  -28.33
922,0.62,-18.37  -25.06  -21.20
923,0.68,-11.20  -27.65  -26.83
924,0.40,-21.13  -24.00  -19.43
925,0.55,-28.06  -19.81  -21.33
926,0.51,-24.24  -30.93  -25.73
927,0.69,-23.11  -25.94  -12.05
928,0.45,-13.72  -36.80  -23.25
929,0.48,-19.49  -28.88  -16.19
930,0.64,-22.17  -16.78  -12.45
931,0.65,-32.67  -28.93  -37.32
932,0.39,-41.39  -30.38  -22.39
933,0.35,-23.81  -23.09  -22.58
934,0.78,-21.54  -10.34  -16.12
935,0.44,-32.85  -19.03  -14.85
936,0.51,-24.49  -19.09  -23.58
937,0.57,-25.47  -27.70  -29.65
938,0.58,-21.14  -22.44  -33.02
939,0.39,-25.00  -22.64  -23.35
940,0.43,-19.15  -16.32  -19.87
941,0.72,-20.05  -25.34  -23.63
942,0.63,-19.28  -33.93  -26.76
943,0.49,-14.81  -20.51  -30.91
944,0.42,-27.08  -14.87  -25.64
945,0.63,-31.28  -22.06  -29.33
946,0.51,-23.84  -23.69  -19.53
947,0.34,-8.73  -24.59  -14.33
948,0.51,-38.62  -15.41  -28.98
949,0.65,-31.06  -21.44  -28.03
950,0.47,-30.22  -27.77  -32.00
951,0.46,-22.26  -34.70  -25.67
952,0.52,-11.15  -10.41  -23.42
953,0.45,-29.93  -22.71  -32.27
954,0.50,-10.88  -24.47  -12.05
955,0.44,-22.56  -33.32  -29.58
956,0.62,-21.02  -21.06  -19.75
957,0.45,-27.58  -27.36  -26.20
958,0.62,-24.58  -14.87  -27.09
959,0.41,-13.45  -16.26  -21.29
960,0.39,-13.67  -13.65  -17.07
961,0.69,-19.82  -23.40  -22.63
962,0.75,-26.57  -23.95  0.00
963,0.33,-29.01  -21.36  -29.39
964,0.43,-26.45  -24.09  -22.62
965,0.57,-31.33  -20.21  -8.55
966,0.70,-17.37  -22.09  -17.15
967,0.57,-28.57  -23.83  -32.91
968,0.67,-20.52  -20.50  -19.61
969,0.77,-12.73  -17.65  -27.04
970,0.64,-25.77  -31.57  -29.37
971,0.58,-23.69  -26.25  -21.13
972,0.47,-29.82  -32.63  -28.58
973,0.75,-21.07  -16.07  -11.79
974,0.42,-14.85  -14.36  -19.59
975,0.45,-27.98  -16.00  -18.87
976,0.81,0.00  -36.21  -23.79
977,0.48,-16.29  -18.43  -21.69
978,0.66,-24.46  -28.07  -18.64
979,0.75,-20.79  0.00  -34.43
980,0.72,-19.17  -20.08  -20.54
981,0.72,-5.59  -27.70  -16.96
982,0.47,-19.15  -19.91  -22.71
983,0.59,-32.17  -13.30  -24.38
984,0.53,-16.77  -17.94  -29.12
985,0.50,-24.24  -23.16  -29.99
986,0.57,-19.34  -30.20  -18.90
987,0.32,-25.79  -22.89  -30.44
988,0.37,-29.31  -22.72  -24.55
989,0.65,-24.52  -20.75  -17.28
990,0.60,-34.86  -24.34  -29.68
991,0.69,-18.54  -14.94  -16.38
992,0.43,-20.58  -10.05  -29.67
993,0.52,-31.21  -30.62  -30.38
994,0.47,-23.51  -27.07  -26.08
995,0.65,0.00  -20.79  -34.36
996,0.35,-24.75  -32.34  -27.07
997,0.66,-25.11  -20.43  -39.03
998,0.53,-24.12  -25.88  -8.84
999,0.64,-26.09  -20.88  -25.05
1000,0.38,-25.30  -39.74  -26.71
1001,0.53,-19.45  -10.93  -12.18
1002,0.41,-26.62  -31.50  -27.91
1003,0.64,-22.70  -29.96  -37.26
1004,0.59,-23.43  -13.44  -13.57
1005,0.82,-27.06  -33.14  -8.98
1006,0.45,-30.73  -21.60  -29.40
1007,0.64,-28.34  -31.96  -34.59
1008,0.39,-33.50  -29.57  -28.28
1009,0.36,-23.72  -21.13  -21.63
1010,0.55,-18.95  -15.74  -17.76
1011,0.61,-15.64  -13.27  -22.60
1012,0.49,-17.81  0.00  -33.29
1013,0.81,-18.99  -24.92  -15.14
1014,0.48,-41.79  -26.75  -26.21
1015,0.61,-31.33  -33.94  -16.00
1016,0.51,-28.78  -18.42  -23.35
1017,0.52,-35.82  -27.97  -11.23
1018,0.55,-29.64  -22.22  -32.26
1019,0.80,-15.89  -32.27  -29.19
1020,0.35,-32.07  -28.28  -32.00
1021,0.51,-25.48  -21.46  -25.70
1022,0.39,-25.27  -16.56  -18.03
1023,0.43,-17.26  -16.33  -23.05
1024,0.45,-14.03  -19.96  -17.44
1025,0.64,-8.09  -21.22  -18.33
1026,0.39,-15.19  -18.67  -23.06
1027,0.44,-22.76  -23.02  -19.49
1028,0.44,-16.72  -18.72  -19.57
1029,0.52,-23.87  -20.54  -19.82
1030,0.38,-29.47  -24.33  -28.28
1031,0.77,-19.85  -27.55  -34.03
1032,0.84,-15.30  -12.32  -33.02
1033,0.56,-30.56  -19.76  -27.64
1034,0.38,-14.46  -21.06  -26.11
1035,0.35,-16.16  -21.31  -21.62
1036,0.62,-17.65  -26.82  -10.88
1037,0.78,-29.73  -21.11  -11.86
1038,0.52,-22.26  -20.97  -24.53
1039,0.36,-26.10  -9.39  -16.73
1040,0.46,-18.33  -19.22  -10.05
1041,0.39,-15.51  -14.49  -18.58
1042,0.73,-28.96  -15.86  -27.12
1043,0.67,-25.36  -15.46  -20.32
1044,0.44,-23.89  -25.17  -28.68
1045,0.52,-28.18  -16.85  -29.79
1046,0.74,-24.95  -27.76  -33.87
1047,0.38,-17.49  -29.25  -15.94
1048,0.36,-18.90  -16.66  -17.08
1049,0.36,-19.74  -24.21  -15.14
1050,0.36,-14.10  -14.95  -13.53
1051,0.50,-25.81  -21.08  -28.60
1052,0.45,-21.44  -32.73  -19.68
1053,0.86,-18.73  -24.72  -18.42
1054,0.45,-12.71  -8.41  -32.10
1055,0.66,-14.68  -19.42  -22.35
1056,0.38,-27.79  -27.30  -23.48
1057,0.76,-20.11  -25.14  -6.76
1058,0.55,-21.43  -15.30  -24.01
1059,0.46,-26.58  -23.14  -33.19
1060,0.50,-21.05  -24.91  -33.17
1061,0.38,-14.04  -29.75  -26.47
1062,0.67,-18.18  -20.31  -19.09
1063,0.66,-17.16  -14.38  -14.37
1064,0.38,-25.24  -24.91  -25.46
1065,0.40,-20.93  -25.92  -18.40
1066,0.58,-23.47  -29.57  -20.89
1067,0.61,-16.62  -18.60  -27.96
1068,0.50,-21.09  -25.83  -29.07
1069,0.50,-24.18  -15.82  -17.60
1070,0.68,-19.70  -15.13  -14.78
1071,0.82,-19.60  -30.08  -14.67
1072,0.35,-23.62  -26.11  -12.80
1073,0.51,-18.08  -14.38  -19.15
1074,0.65,-17.62  -23.73  -10.21
1075,0.43,-20.41  -17.26  -17.62
1076,0.48,-29.14  -28.34  -34.84
1077,0.54,-16.74  -18.68  -11.30
1078,0.78,-31.07  -30.17  -27.21
1079,0.39,-30.42  -23.51  -21.18
1080,0.43,-19.41  -23.29  -15.97
1081,0.60,-36.50  -11.57  -29.18
1082,0.49,-26.11  -22.46  -24.70
1083,0.42,-25.63  -16.34  -23.03
1084,0.54,-19.15  -16.50  -18.35
1085,0.56,-14.60  -21.75  -20.92
1086,0.48,-17.10  -14.93  -16.26
1087,0.34,-21.31  -25.68  -24.92
1088,0.58,-14.56  -12.23  -32.05
1089,0.42,-33.29  -22.60  -27.41
1090,0.55,-26.72  -18.76  -17.76
1091,0.71,-23.29  -19.23  -11.28
1092,0.51,-26.46  -27.95  -24.07
1093,0.53,-19.65  -23.42  -16.97
1094,0.65,-18.71  -17.36  -11.54
1095,0.37,-25.59  -23.06  -22.83
1096,0.36,-34.11  -32.11  -31.24
1097,0.49,-24.59  -21.69  -19.92
1098,0.78,-19.55  -16.00  -19.46
1099,0.42,-24.25  -21.66  -22.59
1100,0.40,-23.88  -24.01  -12.52
1101,0.77,-34.76  -24.09  -11.92
1102,0.76,-29.88  -26.99  -18.46
1103,0.68,-38.57  -35.76  -32.58
1104,0.62,-13.67  -10.47  -20.03
1105,0.63,-25.50  -31.03  -30.70
1106,0.48,-26.67  -17.19  -6.99
1107,0.37,-19.25  -20.18  -16.14
1108,0.75,-22.69  -21.76  -29.95
1109,0.38,-15.70  -13.93  -28.37
1110,0.34,-22.49  -25.76  -11.54
1111,0.43,-24.78  -20.50  -28.26
1112,0.43,-23.10  -19.25  -19.98
1113,0.39,-18.43  -20.11  -15.75
1114,0.43,-19.85  -17.40  -17.85
1115,0.60,-19.59  -24.80  -9.97
1116,0.56,-27.16  -15.31  -14.99
1117,0.53,-29.43  -10.23  -21.00
1118,0.49,-13.49  -31.52  -19.36
1119,0.41,-23.61  -22.32  -34.40
1120,0.37,-16.60  -14.79  -17.16
1121,0.42,-17.59  -29.32  -31.03
1122,0.56,-25.69  -21.95  -28.82
1123,0.65,-31.57  -35.24  -26.43
1124,0.69,-25.94  -26.88  -25.18
1125,0.37,-28.56  -29.75  -28.60
1126,0.64,-13.53  -18.30  -12.43
1127,0.44,-21.79  -17.77  -14.00
1128,0.60,-13.58  -20.75  -12.93
1129,0.46,-26.41  -23.51  -20.85
1130,0.37,-27.90  -34.85  -25.44
1131,0.60,-17.14  -25.96  -23.24
1132,0.40,-23.86  -11.62  -15.42
1133,0.42,-27.90  -30.84  -34.01
1134,0.74,-18.96  -21.29  -23.50
1135,0.38,-23.50  -16.02  -22.37
1136,0.43,-31.75  -21.13  -26.65
1137,0.52,-21.64  -22.03  -23.63
1138,0.44,-21.16  -29.35  -29.06
1139,0.34,-30.55  -28.47  -31.63
1140,0.68,-18.62  -20.63  -14.00
1141,0.51,-21.62  -21.47  -25.23
1142,0.45,-26.36  -32.88  -27.69
1143,0.62,-9.35  -21.49  -18.92
1144,0.65,-17.03  -14.00  -34.36
1145,0.48,-14.44  -15.64  -25.30
1146,0.41,-27.39  -18.05  -10.06
1147,0.71,-22.50  -25.36  -29.25
1148,0.53,-25.18  -23.85  -19.77
1149,0.60,-26.32  -13.50  -31.33
1150,0.56,-16.30  -16.04  -26.80
1151,0.51,-15.82  -26.34  -30.28
1152,0.46,-26.94  -25.04  -22.15
1153,0.73,-24.84  -32.96  -39.34
1154,0.31,-9.38  -19.45  -19.22
1155,0.56,-33.04  -16.10  -12.20
1156,0.56,-26.71  -25.02  -23.93
1157,0.52,-20.41  -28.27  -19.64
1158,0.73,-26.63  -15.02  -19.60
1159,0.48,-24.57  -22.56  -21.66
1160,0.56,-20.47  -21.76  -32.52
1161,0.33,-24.99  -33.00  -23.82
1162,0.76,-18.52  -28.43  -23.70
1163,0.84,-22.04  -11.13  -23.68
1164,0.38,-17.13  -13.58  -12.00
1165,0.37,-11.24  -23.22  -20.25
1166,0.46,-24.25  -18.45  -18.71
1167,0.54,-37.33  -27.70  0.00
1168,0.49,-25.39  -28.39  -19.84
1169,0.66,-24.00  -23.52  -30.90
1170,0.77,-21.22  -16.54  -19.68
1171,0.49,-30.75  -32.32  -30.90
1172,0.39,-20.36  -21.00  -18.76
1173,0.52,-17.16  -16.65  -14.61
1174,0.74,-25.79  -23.30  -35.76
1175,0.51,-25.12  -15.89  -12.93
1176,0.40,-30.65  -27.86  -22.07
1177,0.36,-30.21  -24.89  -34.24
1178,0.46,-28.39  -24.97  -34.37
1179,0.73,-25.77  -28.88  -16.14
1180,0.67,-23.50  -32.09  -17.53
1181,0.39,-29.59  -24.43  -25.39
1182,0.68,-29.66  -20.38  -30.24
1183,0.84,-25.24  -10.27  -23.75
1184,0.50,-22.30  -29.67  -26.37
1185,0.74,-12.13  -24.21  -28.13
1186,0.57,-44.60  -35.59  0.00
1187,0.71,-18.57  -31.56  -15.91
1188,0.68,-22.53  -23.45  -29.22
1189,0.42,-17.57  -15.33  -13.58
1190,0.59,-27.82  -11.81  -21.76
1191,0.47,-33.64  -26.41  -24.93
1192,0.76,-30.89  -18.13  -7.48
1193,0.50,-25.80  -34.27  -18.06
1194,0.57,-29.92  -28.58  -21.87
1195,0.49,-24.50  -15.59  -26.20
1196,0.62,-32.20  -19.42  -8.72
1197,0.43,-21.94  -29.18  -29.41
1198,0.66,-24.23  -22.68  -21.98
1199,0.43,-19.33  -23.50  -22.27
