id,epsilon,q_table
688,0.63,-14.24  -6.64  0.00
689,0.56,-15.81  -11.09  -14.51
690,0.78,-13.45  -12.17  -13.66
691,0.72,-21.99  -13.93  -15.86
692,0.67,-9.60  -24.68  0.00
693,0.65,-7.52  -6.89  -11.81
694,0.71,0.00  -11.48  -25.73
695,0.77,0.00  -14.65  -25.28
696,0.73,-9.63  -7.91  -11.55
697,0.82,-15.55  -10.10  -12.05
698,0.71,-13.52  -21.44  -21.64
699,0.67,-16.97  -12.48  0.00
700,0.87,-9.81  -6.80  -10.04
701,0.61,-10.17  0.00  -25.91
702,0.83,-17.38  0.00  -18.40
703,0.67,-12.13  -26.96  0.00
704,0.68,-25.92  0.00  -13.94
705,0.83,-9.04  -4.35  0.00
706,0.88,-12.46  -7.57  0.00
707,0.75,-18.16  -16.07  -12.14
708,0.61,-18.21  -9.86  0.00
709,0.70,0.00  -11.73  -17.37
710,0.62,-15.10  -23.15  0.00
711,0.68,-29.85  0.00  -11.31
712,0.68,-27.13  0.00  0.00
713,0.58,-12.98  -8.52  -12.60
714,0.60,-6.81  -6.08  -8.82
715,0.82,-17.21  0.00  -24.25
716,0.64,-16.90  0.00  0.00
717,0.59,-9.56  -13.39  0.00
718,0.86,-27.00  0.00  0.00
719,0.83,0.00  -11.87  -32.38
720,0.63,-18.88  0.00  -10.80
721,0.69,-8.55  -17.84  0.00
722,0.74,-5.22  -8.85  0.00
723,0.76,-10.57  -17.72  0.00
724,0.77,-19.58  0.00  -17.82
725,0.70,-12.00  0.00  -10.64
726,0.71,-8.59  -26.98  0.00
727,0.85,0.00  -12.44  -33.12
728,0.67,-15.76  -15.26  -20.40
729,0.68,-16.96  0.00  -13.82
730,0.53,-16.21  0.00  -18.94
731,0.70,-14.74  -16.57  -7.72
732,0.54,-18.93  -18.69  -12.29
733,0.76,-10.12  -16.77  0.00
734,0.66,-19.10  -20.59  -20.04
735,0.75,-6.98  -5.39  -10.74
736,0.64,-18.26  -9.69  0.00
737,0.94,-19.81  -14.40  -18.43
738,0.69,-11.68  -10.11  -8.16
739,0.59,-15.73  0.00  -13.16
740,0.88,-8.13  -9.76  -8.60
741,0.70,-9.27  -15.97  0.00
742,0.66,-8.09  -8.82  -10.38
743,0.64,-17.36  -17.37  -21.46
744,0.80,-15.59  -22.84  0.00
745,0.53,-10.19  0.00  -6.74
746,0.79,-9.93  0.00  -10.42
747,0.54,-15.26  -10.98  0.00
748,0.63,-29.60  0.00  -16.77
749,0.83,-8.67  -17.28  0.00
750,0.76,-8.26  -9.17  -13.16
751,0.62,-15.99  -24.02  -24.61
752,0.61,-14.88  -10.81  -9.47
753,0.77,0.00  0.00  -33.78
754,0.74,-21.21  -11.35  0.00
755,0.70,-19.08  -21.26  -21.59
756,0.69,-13.66  0.00  -18.25
757,0.68,0.00  -26.16  -15.96
758,0.58,-10.06  -10.25  -8.21
759,0.68,-7.57  -25.85  0.00
760,0.90,-23.07  0.00  0.00
761,0.69,-14.16  0.00  -17.81
762,0.68,-20.98  -11.61  0.00
763,0.90,0.00  -30.28  0.00
764,0.56,-8.14  -20.01  0.00
765,0.73,0.00  -8.71  -11.38
766,0.72,-10.09  0.00  -16.95
767,0.71,0.00  -11.33  -14.12
768,0.65,0.00  -15.65  -31.32
769,0.52,-7.09  -9.14  -9.15
770,0.55,-16.01  0.00  -13.04
771,0.83,-11.14  0.00  -19.22
772,0.90,0.00  0.00  -22.84
773,0.79,0.00  -12.74  -5.85
774,0.74,-9.70  0.00  -10.51
775,0.59,-25.00  0.00  -11.66
776,0.55,-23.82  -13.68  0.00
777,0.54,-24.36  -9.00  0.00
778,0.76,-16.47  -13.58  -9.01
779,0.87,0.00  -20.12  -8.93
780,0.55,-11.10  -9.21  -13.77
781,0.67,-5.86  -9.83  -7.22
782,0.56,-10.13  0.00  -29.23
783,0.66,0.00  -7.28  -14.22
784,0.78,-11.39  0.00  -16.21
785,0.76,-10.67  0.00  -19.54
786,0.72,-12.55  -5.36  -9.92
787,0.76,-13.77  -21.50  -15.77
788,0.70,0.00  -18.35  -28.61
789,0.76,0.00  -8.98  -22.06
790,0.78,-12.71  -9.59  -10.15
791,0.73,0.00  -30.21  -24.22
792,0.75,-16.70  -23.12  -13.89
793,0.53,-15.60  -13.10  -14.74
794,0.56,0.00  -13.23  -30.28
795,0.72,-12.30  -20.58  0.00
796,0.78,-7.42  0.00  -25.94
797,0.63,0.00  -9.74  -22.32
798,0.63,-12.12  -16.20  -16.93
799,0.85,-12.68  -14.33  -9.32
800,0.61,-6.24  -5.54  -7.31
801,0.84,-17.71  -15.82  0.00
802,0.70,-15.82  -10.23  -9.28
803,0.81,0.00  -9.70  -19.94
804,0.72,-21.46  -9.95  0.00
805,0.70,-22.21  -13.63  0.00
806,0.67,-4.98  -17.92  0.00
807,0.78,-4.79  -10.01  -9.21
808,0.76,-25.04  -22.43  0.00
809,0.69,-7.89  -5.34  -8.49
810,0.83,-10.39  -6.83  -5.50
811,0.71,-10.81  -10.58  -8.02
812,0.71,-20.96  -25.71  0.00
813,0.72,-21.52  -12.43  0.00
814,0.84,-8.12  -13.26  0.00
815,0.72,-10.67  -9.03  0.00
816,0.67,-34.88  0.00  0.00
817,0.72,0.00  0.00  -25.16
818,0.79,0.00  -16.24  -19.07
819,0.79,-21.48  -23.80  0.00
820,0.80,-11.54  -22.21  -9.98
821,0.71,0.00  -10.02  -11.95
822,0.74,-16.99  -9.87  0.00
823,0.73,-15.81  -8.48  -14.37
824,0.58,-8.42  -12.06  -18.99
825,0.86,-15.34  0.00  0.00
826,0.66,-8.46  -13.46  0.00
827,0.71,0.00  -16.48  -21.66
828,0.69,-31.13  0.00  0.00
829,0.69,-14.40  -15.15  -19.30
830,0.79,0.00  0.00  -23.02
831,0.74,-16.91  -28.77  0.00
832,0.81,-12.76  0.00  -6.63
833,0.66,-12.30  0.00  -14.63
834,0.62,-19.63  -13.49  0.00
835,0.58,-11.04  -11.22  -9.25
836,0.63,-10.29  -10.07  -11.44
837,0.68,-18.68  0.00  -18.19
838,0.86,-22.45  -17.37  -15.33
839,0.86,0.00  -16.74  -10.07
840,0.78,-20.57  -7.39  0.00
841,0.61,0.00  -13.47  -9.77
842,0.68,-10.55  0.00  -17.16
843,0.63,-14.20  -9.33  -11.40
844,0.65,0.00  -8.35  -18.54
845,0.87,-11.31  -12.01  -14.41
846,0.69,-17.07  0.00  -16.07
847,0.81,-10.39  -12.22  -9.82
848,0.69,-20.13  -19.68  0.00
849,0.75,-7.30  0.00  -26.23
850,0.81,-30.63  0.00  -17.63
851,0.62,-14.05  0.00  -12.79
852,0.54,-20.56  -15.53  0.00
853,0.64,-22.39  -18.39  0.00
854,0.91,-16.99  -18.16  -10.06
855,0.59,-9.04  -27.01  0.00
856,0.52,-10.02  -9.56  -14.44
857,0.64,-24.83  -10.40  0.00
858,0.59,-4.60  -6.05  -6.38
859,0.72,-9.10  -22.20  0.00
860,0.77,-7.28  -20.65  0.00
861,0.78,0.00  -15.19  -23.42
862,0.92,-10.44  0.00  -13.19
863,0.57,-6.45  -5.90  -6.80
864,0.74,-16.47  -16.36  0.00
865,0.68,-21.14  0.00  -9.94
866,0.88,-10.81  -28.46  0.00
867,0.76,-8.85  -18.74  0.00
868,0.79,0.00  -9.27  -10.59
869,0.65,0.00  -23.12  -19.47
870,0.85,-17.15  0.00  -11.78
871,0.68,-16.21  -10.35  0.00
872,0.53,-16.63  -22.10  0.00
873,0.76,-17.47  0.00  -14.30
874,0.72,0.00  -15.19  -20.28
875,0.67,-7.33  0.00  -13.75
876,0.75,-6.82  -9.73  -7.97
877,0.83,-12.47  -11.57  -9.17
878,0.72,-12.66  -8.80  -16.61
879,0.61,-22.28  -8.08  0.00
880,0.79,0.00  -19.27  -12.22
881,0.79,-6.66  -9.74  -6.21
882,0.70,-22.24  -22.67  0.00
883,0.75,-22.24  -18.73  -21.73
884,0.72,-11.71  -11.75  -17.44
885,0.64,-11.04  -11.00  -11.31
886,0.68,-20.03  0.00  -16.06
887,0.83,-16.88  -11.13  0.00
888,0.83,-34.17  0.00  0.00
889,0.70,-7.72  -25.76  0.00
890,0.78,-20.14  -13.71  0.00
891,0.84,-10.08  -7.30  -6.92
892,0.85,-12.89  -6.68  -12.05
893,0.67,-18.77  0.00  -12.57
894,0.82,-13.62  -6.17  0.00
895,0.72,-9.50  -10.66  -5.58
896,0.67,-25.39  -13.66  0.00
897,0.67,-6.60  -4.90  -7.45
898,0.60,-16.16  0.00  -7.32
899,0.72,-17.76  -14.91  0.00
900,0.63,-14.60  -8.73  0.00
901,0.68,-8.64  -12.13  -10.29
902,0.55,-21.11  0.00  0.00
903,0.57,-8.71  -10.47  -8.53
904,0.62,-30.79  0.00  -13.41
905,0.73,0.00  0.00  -29.52
906,0.61,-23.56  0.00  -11.99
907,0.71,-16.87  -20.52  0.00
908,0.64,-11.40  -17.69  0.00
909,0.69,-12.76  -14.92  -18.28
910,0.73,-26.01  -12.55  0.00
911,0.89,-13.36  -29.89  0.00
912,0.74,-18.92  0.00  -27.18
913,0.59,-14.16  -19.31  0.00
914,0.67,-8.50  -14.48  -6.57
915,0.82,-20.57  -10.61  -14.64
916,0.81,-18.17  -18.22  0.00
917,0.65,-11.84  -16.99  0.00
918,0.65,-9.03  -14.02  0.00
919,0.62,-16.02  -8.76  0.00
920,0.73,-12.10  0.00  -18.79
921,0.73,0.00  -30.46  -11.57
922,0.77,-13.90  -14.12  0.00
923,0.75,-11.20  0.00  -21.00
924,0.58,-11.49  -10.41  -14.81
925,0.68,-16.32  0.00  -17.31
926,0.73,-17.05  0.00  -18.49
927,0.86,-12.91  -12.54  -12.05
928,0.67,0.00  -20.46  -20.17
929,0.63,0.00  -27.00  -16.19
930,0.80,-9.28  -12.81  0.00
931,0.81,-10.27  0.00  -31.28
932,0.58,-30.36  -17.85  0.00
933,0.58,-18.15  -10.96  -10.49
934,0.86,-13.58  0.00  -12.24
935,0.67,-15.38  -7.45  -7.15
936,0.66,-21.39  -13.30  0.00
937,0.73,-14.63  -12.46  -12.93
938,0.79,-18.91  0.00  -16.35
939,0.60,-23.24  -10.73  0.00
940,0.71,-9.23  -8.92  -8.79
941,0.84,-9.22  -14.97  -11.33
942,0.78,0.00  -27.38  -16.64
943,0.64,-10.45  -9.84  -9.69
944,0.58,-26.44  0.00  0.00
945,0.68,-17.96  -22.06  0.00
946,0.77,-12.41  -13.29  -14.74
947,0.56,0.00  -10.09  -14.33
948,0.68,0.00  -11.65  -28.98
949,0.74,-23.59  -18.19  0.00
950,0.69,-17.88  -19.45  -15.17
951,0.62,-14.88  -14.06  -15.71
952,0.65,-11.15  -5.86  0.00
953,0.73,-9.48  -11.45  -21.81
954,0.71,-6.34  -6.13  -5.11
955,0.64,-19.41  -19.05  -20.31
956,0.83,-8.24  -10.04  -5.89
957,0.71,0.00  0.00  -26.20
958,0.71,0.00  -14.87  -13.59
959,0.60,-8.36  0.00  -17.88
960,0.57,-6.39  -6.96  -7.63
961,0.73,-19.82  0.00  -7.49
962,0.89,-18.43  -17.49  0.00
963,0.55,-27.04  0.00  -14.11
964,0.67,-16.04  -9.78  0.00
965,0.65,-22.89  -15.67  0.00
966,0.82,-17.37  -8.83  0.00
967,0.69,-35.49  -14.37  0.00
968,0.70,-11.25  -20.50  0.00
969,0.82,-8.90  -9.51  -9.86
970,0.79,-13.49  -11.96  -16.83
971,0.74,-13.66  -8.10  -9.38
972,0.72,-10.08  -18.35  -17.95
973,0.84,-12.29  0.00  -5.84
974,0.68,-6.77  -7.01  -9.91
975,0.68,-10.58  -7.99  -15.59
976,0.92,0.00  -17.07  -10.70
977,0.70,-5.45  -8.38  -9.26
978,0.76,-8.95  -23.44  0.00
979,0.85,-14.15  0.00  -17.70
980,0.87,-10.18  -15.89  0.00
981,0.82,-5.59  -9.80  -10.43
982,0.63,-5.30  -19.91  0.00
983,0.67,-21.40  -13.30  0.00
984,0.75,0.00  -13.43  -14.20
985,0.75,-16.19  -9.70  -10.95
986,0.77,-14.13  -10.21  -8.60
987,0.54,-25.79  0.00  -20.47
988,0.60,0.00  0.00  -25.74
989,0.82,-6.03  -13.36  -6.13
990,0.77,0.00  -18.76  -21.41
991,0.83,-10.26  -11.13  0.00
992,0.62,-12.89  0.00  -11.48
993,0.71,-15.89  -10.25  -14.83
994,0.72,-14.02  0.00  -17.93
995,0.68,0.00  -14.86  -20.43
996,0.55,-16.23  -13.65  -15.96
997,0.83,0.00  -20.43  -28.71
998,0.77,-12.50  -16.87  0.00
999,0.83,-14.46  0.00  -27.89
1000,0.62,-9.99  -17.40  -17.50
1001,0.72,-10.73  -6.12  -6.83
1002,0.63,-15.31  0.00  -18.94
1003,0.78,0.00  0.00  -28.98
1004,0.68,-19.14  0.00  0.00
1005,0.89,-18.72  -30.35  0.00
1006,0.64,-12.05  -16.96  -16.48
1007,0.79,-15.86  -21.25  -20.95
1008,0.64,-24.72  -11.95  0.00
1009,0.58,-17.26  -10.74  0.00
1010,0.67,-6.36  -6.36  -6.15
1011,0.81,-7.51  -6.84  -8.10
1012,0.71,0.00  0.00  -25.84
1013,0.92,0.00  -15.29  -6.20
1014,0.62,-23.67  -14.54  -14.92
1015,0.71,-17.31  -14.55  -10.94
1016,0.70,-17.17  -12.24  -13.13
1017,0.72,-23.54  -10.14  0.00
1018,0.75,0.00  0.00  -32.26
1019,0.89,-11.67  0.00  -29.11
1020,0.57,-32.07  -12.51  0.00
1021,0.70,-15.99  -19.78  -10.10
1022,0.64,-7.33  -8.88  -7.79
1023,0.65,-7.93  0.00  -21.92
1024,0.62,-8.04  -14.10  0.00
1025,0.83,0.00  -5.77  -12.91
1026,0.63,-7.16  -10.92  -9.62
1027,0.72,-13.12  -20.66  0.00
1028,0.59,-16.72  -10.86  0.00
1029,0.76,-9.94  0.00  -16.11
1030,0.64,-9.73  -24.33  0.00
1031,0.90,-17.74  -22.19  0.00
1032,0.89,-5.79  0.00  -14.72
1033,0.73,-12.15  -10.03  -17.29
1034,0.59,-14.46  -11.66  0.00
1035,0.57,-9.32  0.00  -15.96
1036,0.72,-10.76  -14.73  0.00
1037,0.88,-19.52  -12.18  0.00
1038,0.63,0.00  0.00  -24.53
1039,0.58,-6.91  -5.60  -7.13
1040,0.72,-11.43  -5.71  -6.33
1041,0.64,-12.17  -6.65  0.00
1042,0.81,-9.25  -15.86  0.00
1043,0.75,-22.20  0.00  -9.55
1044,0.67,0.00  -14.63  -24.65
1045,0.73,-20.58  -7.81  0.00
1046,0.83,-12.95  -23.05  0.00
1047,0.64,-11.97  -14.18  -9.66
1048,0.56,-12.11  -10.72  0.00
1049,0.60,-14.86  -10.75  0.00
1050,0.56,-4.47  -8.05  -4.15
1051,0.73,0.00  -17.97  0.00
1052,0.63,-12.26  -22.77  0.00
1053,0.93,-8.10  -8.30  -5.87
1054,0.62,-5.67  -8.41  -11.33
1055,0.81,0.00  -19.42  -10.69
1056,0.61,-20.06  -14.53  -15.71
1057,0.86,-18.21  0.00  -6.76
1058,0.72,-10.96  0.00  -10.98
1059,0.65,-25.28  -20.70  0.00
1060,0.74,-12.98  -10.36  -14.59
1061,0.62,0.00  -14.56  -18.14
1062,0.79,-7.42  0.00  -19.09
1063,0.74,-10.40  -8.07  -4.51
1064,0.61,-11.47  0.00  -25.46
1065,0.68,-20.52  -15.90  0.00
1066,0.67,-15.88  -24.02  0.00
1067,0.69,0.00  -12.47  -15.49
1068,0.75,-15.89  -13.80  -13.76
1069,0.62,-13.03  0.00  -14.06
1070,0.76,-17.10  0.00  -8.16
1071,0.90,-12.16  -21.15  0.00
1072,0.57,-7.23  -19.14  0.00
1073,0.72,-15.61  -9.71  0.00
1074,0.69,-8.27  -13.93  0.00
1075,0.59,-10.09  -9.57  -10.64
1076,0.64,-17.69  -13.75  -19.32
1077,0.71,-8.55  -7.89  -8.38
1078,0.84,-27.33  0.00  -17.75
1079,0.58,-14.42  0.00  -15.57
1080,0.72,-12.80  -5.62  0.00
1081,0.82,-20.27  -11.57  0.00
1082,0.72,-16.54  -18.72  -11.15
1083,0.62,-11.08  0.00  -18.74
1084,0.67,-9.91  -8.32  -6.37
1085,0.66,-6.45  -8.40  -13.71
1086,0.75,-12.88  -9.58  0.00
1087,0.56,-8.98  -6.95  -16.74
1088,0.81,-11.68  -7.45  -11.79
1089,0.70,-21.71  0.00  -27.41
1090,0.79,-7.82  0.00  -11.51
1091,0.86,-10.55  -15.75  0.00
1092,0.62,-16.76  -15.38  -9.16
1093,0.71,-11.34  -11.77  0.00
1094,0.78,-7.03  -17.36  0.00
1095,0.60,0.00  -24.85  -10.55
1096,0.60,-21.39  -14.53  -15.27
1097,0.72,-10.30  -13.16  -8.26
1098,0.91,-6.54  -9.69  -9.38
1099,0.62,-20.50  0.00  -16.40
1100,0.66,-13.10  -8.69  0.00
1101,0.84,-28.37  0.00  -11.92
1102,0.88,-29.88  -12.21  0.00
1103,0.86,-17.20  -14.90  -21.23
1104,0.71,-9.09  0.00  -10.14
1105,0.77,-27.28  0.00  -11.32
1106,0.66,-13.36  -7.93  0.00
1107,0.60,-13.95  -11.09  0.00
1108,0.86,-23.51  0.00  -9.05
1109,0.63,-7.54  -11.01  -15.35
1110,0.57,-20.16  -7.16  0.00
1111,0.60,-16.12  -15.50  -8.80
1112,0.60,-10.69  -13.91  0.00
1113,0.62,-11.45  -6.18  -10.01
1114,0.64,-11.84  -6.56  -5.98
1115,0.71,-9.17  -20.25  0.00
1116,0.80,-20.57  0.00  -5.70
1117,0.67,-6.97  -10.23  -10.11
1118,0.72,-13.49  -8.87  -7.20
1119,0.68,0.00  -9.32  -25.31
1120,0.58,-9.10  0.00  -14.33
1121,0.69,-11.85  -13.18  -14.45
1122,0.68,-21.52  -14.62  -23.16
1123,0.70,-18.77  -22.08  -15.70
1124,0.84,-18.46  -26.88  0.00
1125,0.59,-9.14  -12.10  -15.23
1126,0.78,0.00  -12.94  -6.66
1127,0.73,-8.69  -5.92  -10.81
1128,0.79,-13.58  -4.59  0.00
1129,0.71,-8.01  -16.19  -16.54
1130,0.56,-22.28  -10.68  -10.81
1131,0.74,-11.69  -19.11  0.00
1132,0.64,-15.17  0.00  -9.58
1133,0.59,-17.62  -25.80  0.00
1134,0.80,0.00  -21.29  -14.03
1135,0.61,-10.76  -8.41  -5.91
1136,0.67,-16.35  -18.49  -10.58
1137,0.76,-9.33  -22.39  0.00
1138,0.60,-8.45  -16.79  -9.95
1139,0.54,-18.40  -11.69  -15.53
1140,0.71,-11.30  -6.92  -7.05
1141,0.62,0.00  -14.97  -10.84
1142,0.66,-26.36  -22.49  0.00
1143,0.77,-9.35  -16.39  0.00
1144,0.71,-7.32  0.00  -21.64
1145,0.67,-7.46  -6.72  -9.63
1146,0.59,-13.07  -18.05  0.00
1147,0.85,0.00  -9.71  -28.13
1148,0.65,-14.62  0.00  -19.77
1149,0.68,-8.16  0.00  -24.34
1150,0.73,0.00  -16.04  -8.53
1151,0.64,-15.82  -17.90  0.00
1152,0.70,-17.90  -29.41  0.00
1153,0.86,-12.80  0.00  -31.13
1154,0.52,-9.38  -9.51  0.00
1155,0.79,-33.80  0.00  0.00
1156,0.74,0.00  -16.16  -16.38
1157,0.65,-17.13  -12.12  0.00
1158,0.80,0.00  -15.02  -11.63
1159,0.74,-16.60  0.00  -21.66
1160,0.69,0.00  -20.70  -20.85
1161,0.54,-20.06  -18.28  0.00
1162,0.88,-18.52  0.00  -9.00
1163,0.91,0.00  -11.13  -16.62
1164,0.63,-4.87  -7.16  -5.27
1165,0.56,-11.24  -7.99  -7.21
1166,0.63,-7.90  -8.95  -14.99
1167,0.67,-11.62  -25.10  0.00
1168,0.63,-9.00  -14.49  -9.69
1169,0.72,-9.09  0.00  -25.24
1170,0.85,-9.77  -16.54  0.00
1171,0.62,0.00  -17.97  -30.90
1172,0.60,-6.63  0.00  -18.76
1173,0.74,0.00  -12.81  -4.72
1174,0.84,0.00  0.00  -33.38
1175,0.77,-4.76  0.00  -12.93
1176,0.67,-21.53  -16.32  -10.64
1177,0.58,-14.83  -19.07  -14.23
1178,0.64,-16.95  -19.86  -14.72
1179,0.78,-11.57  -22.18  0.00
1180,0.73,-21.84  -14.62  0.00
1181,0.62,-17.51  -21.44  -13.47
1182,0.74,-12.31  -11.36  -18.83
1183,0.89,-8.35  0.00  -22.54
1184,0.74,-14.55  -8.65  -15.61
1185,0.83,-7.26  -17.31  0.00
1186,0.70,-29.15  -22.13  0.00
1187,0.79,-18.57  -20.75  0.00
1188,0.75,-16.97  -9.32  0.00
1189,0.59,-5.11  -15.33  0.00
1190,0.66,-8.57  -6.75  -13.20
1191,0.70,-28.90  0.00  0.00
1192,0.88,-9.79  -7.68  -7.48
1193,0.63,-11.93  -12.43  -12.08
1194,0.70,-9.79  -12.25  -20.17
1195,0.70,0.00  -15.59  -23.58
1196,0.74,-8.63  -7.35  -8.72
1197,0.71,-12.11  0.00  -18.10
1198,0.85,0.00  -15.24  -10.45
1199,0.61,-11.90  -10.73  -11.19
