--- Installing dependencies ---
Defaulting to user installation because normal site-packages is not writeable

[notice] A new release of pip is available: 24.2 -> 24.3.1
[notice] To update, run: pip install --upgrade pip
ERROR: Could not open requirements file: [Errno 2] No such file or directory: 'requirements.txt'
--- Running main.py ---
[I 2024-12-13 12:38:48,983] A new study created in memory with name: no-name-816a10d7-c2df-44a5-9bd5-616aaf255cb4
[I 2024-12-13 12:51:21,898] Trial 0 finished with value: -0.10858333855867386 and parameters: {'lr': 0.0001, 'gamma': 0.85, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 0 with value: -0.10858333855867386.
[I 2024-12-14 08:05:13,630] Trial 93 finished with value: -0.11366666853427887 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 08:18:01,744] Trial 94 finished with value: -0.11049999296665192 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 08:30:48,303] Trial 95 finished with value: -0.10749999433755875 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 0.85, 'clip_epsilon': 0.2, 'entropy_coef': 0.001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 08:43:45,011] Trial 96 finished with value: -0.12683333456516266 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 08:56:35,558] Trial 97 finished with value: -0.12099999934434891 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 09:09:27,006] Trial 98 finished with value: -0.12483334541320801 and parameters: {'lr': 0.01, 'gamma': 0.9, 'max_grad_norm': 0.5, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 09:21:40,270] Trial 99 finished with value: -0.10934999585151672 and parameters: {'lr': 1e-05, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 09:33:47,345] Trial 100 finished with value: -0.11323332786560059 and parameters: {'lr': 1e-07, 'gamma': 0.75, 'max_grad_norm': 0.5, 'lmbda': 0.9, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 09:46:07,492] Trial 101 finished with value: -0.10691667348146439 and parameters: {'lr': 0.0001, 'gamma': 0.95, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 09:58:57,504] Trial 102 finished with value: -0.1158333271741867 and parameters: {'lr': 0.01, 'gamma': 0.95, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 10:11:09,255] Trial 103 finished with value: -0.11205000430345535 and parameters: {'lr': 1e-06, 'gamma': 0.95, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 10:23:22,532] Trial 104 finished with value: -0.10611666738986969 and parameters: {'lr': 1e-05, 'gamma': 0.8, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 10:35:42,072] Trial 105 finished with value: -0.10215000063180923 and parameters: {'lr': 0.0001, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 10:48:38,079] Trial 106 finished with value: -0.11400000005960464 and parameters: {'lr': 0.01, 'gamma': 0.9, 'max_grad_norm': 0.5, 'lmbda': 0.85, 'clip_epsilon': 0.2, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 11:00:51,054] Trial 107 finished with value: -0.10456666350364685 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 11:13:46,049] Trial 108 finished with value: -0.11800000071525574 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 11:26:04,620] Trial 109 finished with value: -0.1048833355307579 and parameters: {'lr': 0.0001, 'gamma': 0.99, 'max_grad_norm': 1.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 11:38:20,975] Trial 110 finished with value: -0.10271666944026947 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 11:50:36,744] Trial 111 finished with value: -0.10343333333730698 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 12:02:49,214] Trial 112 finished with value: -0.10346667468547821 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 12:15:02,140] Trial 113 finished with value: -0.10296666622161865 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 12:27:14,424] Trial 114 finished with value: -0.09986666589975357 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 12:39:25,327] Trial 115 finished with value: -0.10319999605417252 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 2.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 12:51:37,304] Trial 116 finished with value: -0.10320000350475311 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.01}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 13:03:50,572] Trial 117 finished with value: -0.10239999741315842 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 13:16:05,691] Trial 118 finished with value: -0.10663332790136337 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 13:28:42,298] Trial 119 finished with value: -0.10521666705608368 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.01}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 13:41:01,754] Trial 120 finished with value: -0.10623332858085632 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 13:53:12,711] Trial 121 finished with value: -0.10368333756923676 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 14:05:22,994] Trial 122 finished with value: -0.10433333367109299 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 14:17:34,405] Trial 123 finished with value: -0.10296666622161865 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 14:29:44,658] Trial 124 finished with value: -0.10166666656732559 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0}. Best is trial 72 with value: -0.09833334386348724.


PPO Optuna




PPO Optuna


[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[I 2024-12-14 14:41:55,931] Trial 125 finished with value: -0.10066667199134827 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 14:54:06,698] Trial 126 finished with value: -0.1031833291053772 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 15:06:17,187] Trial 127 finished with value: -0.10236667096614838 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 15:18:30,668] Trial 128 finished with value: -0.10501667112112045 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 15:30:41,051] Trial 129 finished with value: -0.10379999876022339 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 15:43:27,312] Trial 130 finished with value: -0.10133333504199982 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 15:56:11,219] Trial 131 finished with value: -0.10749999433755875 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 16:08:57,851] Trial 132 finished with value: -0.1080000028014183 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 16:21:49,339] Trial 133 finished with value: -0.10733334720134735 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 16:34:31,932] Trial 134 finished with value: -0.1106666699051857 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 16:46:45,671] Trial 135 finished with value: -0.10279999673366547 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 16:58:49,602] Trial 136 finished with value: -0.1141333356499672 and parameters: {'lr': 1e-07, 'gamma': 0.75, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 17:11:36,529] Trial 137 finished with value: -0.10999999940395355 and parameters: {'lr': 0.01, 'gamma': 0.6, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 17:23:44,863] Trial 138 finished with value: -0.11205000430345535 and parameters: {'lr': 1e-06, 'gamma': 0.99, 'max_grad_norm': 1.5, 'lmbda': 0.9, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 17:35:53,361] Trial 139 finished with value: -0.1102166622877121 and parameters: {'lr': 1e-05, 'gamma': 0.7, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 17:48:20,050] Trial 140 finished with value: -0.10769999772310257 and parameters: {'lr': 0.001, 'gamma': 0.8, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 18:00:29,364] Trial 141 finished with value: -0.10129999369382858 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 18:12:40,083] Trial 142 finished with value: -0.10450000315904617 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 18:24:53,331] Trial 143 finished with value: -0.10063333064317703 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 18:37:04,242] Trial 144 finished with value: -0.10356666892766953 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 18:49:54,058] Trial 145 finished with value: -0.11516667157411575 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 2.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 19:02:03,028] Trial 146 finished with value: -0.10908334702253342 and parameters: {'lr': 1e-05, 'gamma': 0.8, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 19:15:01,206] Trial 147 finished with value: -0.12200000137090683 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 19:27:10,180] Trial 148 finished with value: -0.10856666415929794 and parameters: {'lr': 1e-05, 'gamma': 0.75, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 19:39:19,493] Trial 149 finished with value: -0.10251667350530624 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 19:52:10,073] Trial 150 finished with value: -0.10533332824707031 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 20:04:20,699] Trial 151 finished with value: -0.1033666729927063 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 20:16:33,059] Trial 152 finished with value: -0.10601666569709778 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 20:28:44,035] Trial 153 finished with value: -0.10643333196640015 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 20:40:55,948] Trial 154 finished with value: -0.11053333431482315 and parameters: {'lr': 1e-05, 'gamma': 0.8, 'max_grad_norm': 1.0, 'lmbda': 1.0, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 20:53:25,421] Trial 155 finished with value: -0.10606665909290314 and parameters: {'lr': 0.001, 'gamma': 0.99, 'max_grad_norm': 1.0, 'lmbda': 0.9, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 21:05:36,960] Trial 156 finished with value: -0.10171667486429214 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 21:17:47,575] Trial 157 finished with value: -0.10249999910593033 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
